pre_root_id,post_root_id,syn_count
720575940605161388,720575940608707192,6
720575940605161388,720575940610054980,7
720575940605161388,720575940610606126,20
720575940605161388,720575940612606105,17
720575940605161388,720575940615063592,12
720575940605161388,720575940615330265,7
720575940605161388,720575940617678566,13
720575940605161388,720575940618165019,20
720575940605161388,720575940619016059,15
720575940605161388,720575940619076731,9
720575940605161388,720575940620335269,9
720575940605161388,720575940620353300,13
720575940605161388,720575940621013640,7
720575940605161388,720575940623609895,7
720575940605161388,720575940625874992,36
720575940605161388,720575940629111490,6
720575940605161388,720575940629112258,10
720575940605161388,720575940630868793,10
720575940605161388,720575940643867296,23
720575940605682790,720575940608370645,8
720575940605682790,720575940609922372,20
720575940605682790,720575940610054980,13
720575940605682790,720575940610173048,7
720575940605682790,720575940610611246,36
720575940605682790,720575940612606105,6
720575940605682790,720575940613640685,8
720575940605682790,720575940615197747,36
720575940605682790,720575940615410911,67
720575940605682790,720575940617787963,5
720575940605682790,720575940618165019,17
720575940605682790,720575940618165787,5
720575940605682790,720575940618472261,6
720575940605682790,720575940619741104,6
720575940605682790,720575940620025620,5
720575940605682790,720575940620335269,37
720575940605682790,720575940622074206,5
720575940605682790,720575940622474899,5
720575940605682790,720575940622810153,22
720575940605682790,720575940623209165,8
720575940605682790,720575940624882407,9
720575940605682790,720575940625045180,49
720575940605682790,720575940625875504,10
720575940605682790,720575940626507346,9
720575940605682790,720575940627667530,27
720575940605682790,720575940628319899,10
720575940605682790,720575940628598121,52
720575940605682790,720575940628743752,8
720575940605682790,720575940629207963,11
720575940605682790,720575940629717370,5
720575940605682790,720575940629778554,66
720575940605682790,720575940630683385,136
720575940605682790,720575940630868793,13
720575940605682790,720575940631999080,7
720575940605682790,720575940632118156,53
720575940605682790,720575940632304711,5
720575940605682790,720575940634645600,38
720575940605682790,720575940635184735,9
720575940605682790,720575940635239672,26
720575940605682790,720575940635360924,37
720575940605682790,720575940636895406,19
720575940605682790,720575940639786915,7
720575940605682790,720575940645527918,35
720575940607152476,720575940606388146,8
720575940607152476,720575940609937476,8
720575940607152476,720575940610606126,50
720575940607152476,720575940612606105,6
720575940607152476,720575940613563117,7
720575940607152476,720575940620699162,6
720575940607152476,720575940623193549,9
720575940607152476,720575940626557186,6
720575940607152476,720575940627828296,14
720575940607152476,720575940628973827,18
720575940607152476,720575940632727756,21
720575940607152476,720575940635202155,6
720575940607152476,720575940635297911,14
720575940607152476,720575940636895406,7
720575940613004402,720575940613563117,7
720575940613004402,720575940615197747,22
720575940613004402,720575940616014092,38
720575940613004402,720575940617493597,6
720575940613004402,720575940617494877,36
720575940613004402,720575940618165019,10
720575940613004402,720575940618166811,6
720575940613004402,720575940618539810,98
720575940613004402,720575940619016059,21
720575940613004402,720575940619671616,24
720575940613004402,720575940620182151,12
720575940613004402,720575940620627035,8
720575940613004402,720575940621047632,58
720575940613004402,720575940621329328,7
720575940613004402,720575940621569728,11
720575940613004402,720575940622026245,9
720575940613004402,720575940622493260,24
720575940613004402,720575940623535044,7
720575940613004402,720575940626163658,12
720575940613004402,720575940628668009,5
720575940613004402,720575940628780309,31
720575940613004402,720575940630233404,48
720575940613004402,720575940631280721,33
720575940613004402,720575940632727756,9
720575940613004402,720575940636165624,29
720575940613004402,720575940637656286,30
720575940613004402,720575940638714694,22
720575940613004402,720575940641655949,41
720575940613004402,720575940645527918,44
720575940627107271,720575940606388146,21
