root_id,upstream_set_2_PSO_SAs,set_2_syn_count,const,nt_type,side,input_synapses,output_synapses,neuron_type,#_projection_synapses
720575940619990357,3,19,1,GLUT,left,100.0,88.0,local,0
720575940620017261,1,6,1,ACH,right,18.0,36.0,local,0
720575940620031366,1,70,1,GLUT,left,1761.0,1018.0,local,0
720575940620038433,2,15,1,GABA,right,52.0,83.0,projection,83
720575940620061793,1,9,1,ACH,left,1557.0,538.0,local,0
720575940620129182,2,60,1,ACH,right,2246.0,1498.0,local,0
720575940620170887,1,18,1,ACH,right,1395.0,2356.0,local,0
720575940620262465,2,12,1,GLUT,right,2057.0,1241.0,local,0
720575940620292116,2,35,1,GABA,left,964.0,1212.0,local,0
720575940620359956,6,201,1,GABA,left,2652.0,2198.0,local,0
720575940620445062,3,19,1,ACH,left,1072.0,2759.0,projection,2655
720575940620451866,3,22,1,ACH,right,288.0,126.0,local,0
720575940620467115,5,66,1,ACH,left,827.0,321.0,projection,321
720575940620553094,16,680,1,GABA,left,4469.0,3021.0,local,0
720575940620627803,1,6,1,GABA,left,707.0,1261.0,local,0
720575940620735258,5,126,1,ACH,left,646.0,316.0,local,0
720575940620741102,2,72,1,ACH,right,911.0,1082.0,local,0
720575940620780272,5,105,1,ACH,right,3419.0,1624.0,local,0
720575940620818029,1,5,1,GABA,left,102.0,137.0,projection,92
720575940621116073,7,129,1,GABA,right,397.0,206.0,local,0
720575940621149709,4,65,1,ACH,right,241.0,220.0,local,0
720575940621218694,5,55,1,GLUT,right,946.0,2108.0,local,0
720575940621222792,3,43,1,GABA,right,87.0,101.0,projection,101
720575940621227173,1,6,1,ACH,left,51.0,501.0,projection,153
720575940621256384,5,61,1,,right,2635.0,1271.0,local,0
720575940621329328,1,5,1,ACH,left,942.0,622.0,local,0
720575940621345012,9,376,1,ACH,right,1698.0,738.0,local,0
720575940621647238,6,89,1,ACH,right,502.0,703.0,projection,611
720575940621662332,2,11,1,GLUT,center,1406.0,3275.0,projection,3275
720575940621736669,16,552,1,GLUT,right,2658.0,1204.0,local,0
720575940621761729,2,15,1,,left,205.0,267.0,local,0
720575940621818790,15,569,1,GABA,left,1454.0,2526.0,local,0
720575940621953285,2,107,1,GLUT,left,610.0,639.0,local,0
720575940621957381,8,75,1,GLUT,right,180.0,99.0,local,0
720575940622123144,1,6,1,GABA,left,402.0,498.0,local,0
720575940622156720,1,5,1,ACH,right,63.0,75.0,local,0
720575940622193546,5,72,1,GLUT,right,176.0,162.0,local,0
720575940622323382,2,130,1,ACH,right,481.0,160.0,projection,131
720575940622348156,4,83,1,ACH,left,1789.0,1556.0,local,0
720575940622433799,12,172,1,GABA,right,237.0,319.0,local,0
720575940622474899,2,10,1,SER,right,1009.0,121.0,projection,59
720575940622520908,2,14,1,ACH,right,365.0,1333.0,local,0
720575940622609591,1,5,1,GABA,right,30.0,186.0,projection,186
720575940622657268,6,68,1,GABA,left,246.0,156.0,local,0
720575940622661095,2,18,1,ACH,left,670.0,275.0,local,0
720575940622688765,4,78,1,ACH,right,270.0,204.0,local,0
720575940622732253,8,843,1,ACH,right,2003.0,1227.0,local,0
720575940623004552,3,57,1,ACH,right,457.0,246.0,local,0
720575940623017989,3,55,1,ACH,right,1112.0,922.0,local,0
720575940623029395,11,148,1,GABA,right,176.0,459.0,local,0
720575940623097853,2,40,1,,left,211.0,113.0,local,0
720575940623137818,2,22,1,,right,425.0,0.0,local,0
720575940623139111,3,28,1,ACH,right,81.0,376.0,projection,30
720575940623154712,12,524,1,GABA,right,1297.0,2286.0,local,0
720575940623192781,7,257,1,GABA,right,2242.0,1875.0,local,0
720575940623207885,3,120,1,,right,1028.0,721.0,local,0
720575940623224555,2,20,1,GABA,right,522.0,589.0,projection,82
720575940623339305,1,5,1,,right,154.0,171.0,local,0
720575940623449382,2,19,1,GLUT,right,1131.0,902.0,local,0
720575940623507273,2,155,1,GLUT,right,746.0,497.0,projection,457
720575940623617973,1,6,1,ACH,right,1038.0,2942.0,projection,2884
720575940623675367,1,7,1,GLUT,left,168.0,184.0,projection,184
720575940623696362,1,9,1,GABA,left,642.0,864.0,local,0
720575940623737525,3,41,1,ACH,right,1047.0,583.0,projection,583
720575940623853837,4,32,1,ACH,left,174.0,242.0,projection,198
720575940623861962,5,135,1,ACH,left,565.0,318.0,local,0
720575940624012981,2,19,1,ACH,right,57.0,123.0,projection,118
720575940624016227,4,31,1,ACH,right,239.0,343.0,projection,43
720575940624040743,2,22,1,ACH,left,161.0,319.0,projection,59
720575940624079288,1,6,1,ACH,right,151.0,228.0,projection,228
720575940624139559,1,10,1,ACH,right,133.0,312.0,local,0
720575940624216359,5,71,1,GLUT,left,150.0,102.0,local,0
720575940624222205,2,14,1,ACH,left,386.0,211.0,local,0
720575940624253991,4,110,1,ACH,left,380.0,218.0,local,0
720575940624273149,4,59,1,ACH,left,316.0,224.0,local,0
720575940624281165,3,27,1,ACH,right,61.0,334.0,projection,30
720575940624352970,3,80,1,ACH,right,407.0,296.0,local,0
720575940624377323,1,9,1,ACH,left,1925.0,889.0,projection,798
720575940624427466,2,26,1,GABA,left,175.0,135.0,projection,135
720575940624454221,1,17,1,ACH,left,97.0,380.0,projection,104
720575940624528740,9,273,1,ACH,right,1322.0,1003.0,local,0
720575940624530372,6,63,1,ACH,left,412.0,220.0,local,0
720575940624580390,1,7,1,ACH,left,35.0,69.0,projection,50
720575940624659789,4,45,1,ACH,left,233.0,419.0,projection,17
720575940624746940,2,12,1,GABA,right,307.0,101.0,projection,101
720575940624928284,10,221,1,GABA,left,731.0,1448.0,local,0
720575940625081290,4,148,1,ACH,right,665.0,299.0,local,0
720575940625102692,7,773,1,ACH,left,1956.0,1775.0,local,0
720575940625115422,2,35,1,GLUT,right,104.0,23.0,projection,23
720575940625137497,2,12,1,SER,left,49.0,284.0,projection,44
720575940625172016,2,47,1,ACH,right,2536.0,1248.0,local,0
720575940625175054,1,7,1,ACH,left,1289.0,832.0,local,0
720575940625178768,9,969,1,ACH,left,2347.0,1307.0,local,0
720575940625298276,6,115,1,ACH,left,594.0,729.0,projection,650
720575940625310014,2,277,1,ACH,right,1108.0,1176.0,projection,1176
720575940625339981,3,49,1,GABA,right,566.0,507.0,local,0
720575940625424871,2,78,1,GLUT,right,346.0,390.0,local,0
720575940625454108,7,130,1,GABA,left,367.0,184.0,local,0
720575940625616521,1,8,1,GABA,left,123.0,62.0,projection,62
720575940625795091,1,12,1,ACH,right,65.0,355.0,projection,99
720575940625807152,1,12,1,GABA,right,875.0,1105.0,local,0
720575940625813140,5,32,1,GABA,right,1022.0,1897.0,local,0
720575940625815562,1,7,1,ACH,left,329.0,346.0,local,0
720575940625834132,3,46,1,ACH,left,293.0,197.0,local,0
720575940625867056,7,92,1,DA,left,1693.0,580.0,local,0
720575940625978882,1,5,1,ACH,right,67.0,178.0,local,0
720575940626017960,2,18,1,ACH,right,47.0,188.0,projection,114
720575940626021052,2,10,1,SER,right,114.0,280.0,projection,93
720575940626035556,2,12,1,ACH,left,38.0,50.0,local,0
720575940626065736,4,42,1,ACH,left,56.0,355.0,projection,59
720575940626146125,2,18,1,ACH,left,114.0,312.0,projection,25
720575940626191306,2,19,1,ACH,left,1016.0,590.0,local,0
720575940626243428,2,81,1,ACH,left,1086.0,1162.0,local,0
720575940626337479,1,8,1,ACH,left,199.0,150.0,local,0
720575940626348106,7,87,1,GLUT,left,288.0,138.0,local,0
720575940626376600,3,35,1,GLUT,right,118.0,123.0,local,0
720575940626434822,2,21,1,GABA,left,105.0,134.0,local,0
720575940626456081,2,24,1,ACH,left,418.0,1341.0,local,0
720575940626456582,2,30,1,ACH,right,227.0,345.0,projection,27
720575940626476305,5,49,1,,left,140.0,141.0,local,0
720575940626507346,4,211,1,GABA,left,844.0,632.0,local,0
720575940626555153,1,9,1,ACH,right,363.0,473.0,local,0
720575940626619398,2,11,1,,left,266.0,0.0,local,0
720575940626622339,3,345,1,GABA,right,715.0,558.0,local,0
720575940626668218,3,30,1,GLUT,left,1494.0,1056.0,local,0
720575940626670869,2,12,1,GABA,left,120.0,123.0,projection,123
720575940626809109,1,8,1,ACH,right,1067.0,1491.0,local,0
720575940626826288,1,6,1,GLUT,right,3582.0,2494.0,projection,7
720575940626847765,2,11,1,ACH,left,227.0,348.0,local,0
720575940626870846,7,138,1,,left,701.0,760.0,local,0
720575940626953049,1,7,1,ACH,right,42.0,459.0,projection,109
720575940626972568,3,29,1,ACH,right,243.0,188.0,local,0
720575940626974737,3,40,1,ACH,left,306.0,422.0,projection,24
720575940626983684,3,24,1,ACH,right,268.0,801.0,projection,801
720575940626999464,1,9,1,GLUT,left,864.0,554.0,local,0
720575940627004459,4,26,1,ACH,right,318.0,155.0,local,0
720575940627020487,1,6,1,GLUT,right,33.0,23.0,projection,23
720575940627080872,2,15,1,GABA,right,107.0,25.0,projection,25
720575940627177115,1,5,1,ACH,right,138.0,242.0,local,0
720575940627275795,1,5,1,,left,792.0,1776.0,local,0
720575940627312668,11,261,1,GABA,right,2777.0,3094.0,local,0
720575940627359228,8,131,1,GABA,right,271.0,243.0,local,0
720575940627383685,1,7,1,GABA,left,1053.0,1670.0,local,0
720575940627444490,3,38,1,GABA,left,990.0,729.0,projection,36
720575940627492866,1,5,1,ACH,left,174.0,350.0,projection,38
720575940627815080,4,241,1,ACH,right,875.0,573.0,projection,573
720575940627826929,2,16,1,SER,right,82.0,186.0,projection,5
720575940627916331,2,25,1,ACH,right,1320.0,1002.0,local,0
720575940627936515,4,88,1,ACH,right,256.0,175.0,local,0
720575940628071211,1,9,1,ACH,left,373.0,1060.0,local,0
720575940628119127,1,6,1,ACH,right,217.0,361.0,local,0
720575940628182910,6,182,1,ACH,left,802.0,574.0,local,0
720575940628209152,2,25,1,ACH,left,220.0,407.0,projection,46
720575940628325242,1,6,1,ACH,right,64.0,131.0,projection,26
720575940628462927,2,12,1,GLUT,right,1714.0,1676.0,local,0
720575940628504849,1,6,1,ACH,right,421.0,215.0,projection,135
720575940628530961,2,23,1,ACH,right,95.0,227.0,projection,221
720575940628590697,5,110,1,ACH,right,1051.0,1274.0,projection,1274
720575940628659305,5,73,1,SER,left,796.0,256.0,local,0
720575940628683063,8,180,1,ACH,left,1172.0,1050.0,local,0
720575940628866242,2,15,1,ACH,left,96.0,264.0,projection,48
720575940628936898,2,22,1,ACH,right,281.0,162.0,local,0
720575940628995587,6,221,1,GABA,right,2234.0,2064.0,local,0
720575940629098028,1,5,1,ACH,right,196.0,363.0,local,0
720575940629112258,1,6,1,ACH,left,289.0,413.0,local,0
720575940629207963,4,175,1,ACH,right,1142.0,991.0,local,0
720575940629266988,11,100,1,GABA,right,346.0,244.0,local,0
720575940629317450,18,587,1,GLUT,left,2901.0,1090.0,local,0
720575940629370844,7,705,1,ACH,right,1689.0,1851.0,local,0
720575940629470838,2,13,1,GLUT,left,1117.0,798.0,local,0
720575940629595633,7,120,1,GABA,right,204.0,623.0,local,0
720575940629598935,5,90,1,ACH,right,343.0,203.0,local,0
720575940629701451,2,46,1,GABA,left,136.0,117.0,projection,103
720575940629839947,2,21,1,ACH,left,200.0,220.0,local,0
720575940629878479,3,36,1,ACH,right,232.0,182.0,local,0
720575940629954872,6,161,1,ACH,right,620.0,635.0,local,0
720575940630034231,1,5,1,GLUT,right,853.0,681.0,local,0
720575940630059052,8,169,1,GABA,right,377.0,557.0,local,0
720575940630182972,2,11,1,GLUT,right,1114.0,601.0,local,0
720575940630311528,5,29,1,,left,123.0,336.0,projection,81
720575940630349905,1,5,1,ACH,right,150.0,344.0,projection,50
720575940630456028,3,26,1,ACH,left,170.0,236.0,local,0
720575940630488540,1,41,1,GABA,right,934.0,1277.0,local,0
720575940630548751,6,176,1,GLUT,right,2084.0,1339.0,local,0
720575940630575943,5,77,1,ACH,left,377.0,156.0,local,0
720575940630589036,2,12,1,GLUT,left,2484.0,1815.0,local,0
720575940630605881,9,125,1,GABA,left,243.0,272.0,local,0
720575940630661164,2,16,1,ACH,left,1181.0,1645.0,local,0
720575940630664556,8,305,1,GABA,left,3648.0,3275.0,local,0
720575940630672938,2,12,1,ACH,right,389.0,1043.0,local,0
720575940630771449,1,19,1,ACH,right,3057.0,1777.0,local,0
720575940630772547,2,36,1,ACH,right,297.0,285.0,projection,58
720575940630867148,2,21,1,ACH,right,163.0,278.0,local,0
720575940630904567,4,48,1,ACH,right,516.0,210.0,local,0
720575940630995799,3,61,1,ACH,right,289.0,144.0,local,0
720575940631144109,2,21,1,ACH,left,145.0,111.0,local,0
720575940631349335,4,72,1,DA,right,1429.0,521.0,local,0
720575940631394920,2,14,1,GABA,left,120.0,128.0,local,0
720575940631507596,2,14,1,,left,118.0,0.0,local,0
720575940631595603,1,5,1,ACH,right,187.0,160.0,projection,160
720575940631619948,2,16,1,GABA,left,401.0,636.0,local,0
720575940631622225,2,15,1,,left,227.0,167.0,projection,167
720575940631639500,3,31,1,GABA,left,115.0,127.0,local,0
720575940631643532,1,8,1,ACH,right,368.0,263.0,local,0
720575940631773388,5,41,1,,right,110.0,79.0,local,0
720575940631787693,8,175,1,GABA,left,436.0,142.0,local,0
720575940631850521,1,6,1,GLUT,right,305.0,120.0,projection,109
720575940631942341,2,17,1,OCT,center,1327.0,1138.0,projection,1138
720575940631965357,1,20,1,GLUT,left,144.0,114.0,projection,114
720575940631983464,1,5,1,GABA,left,47.0,129.0,local,0
720575940632274914,7,171,1,GABA,left,352.0,508.0,local,0
720575940632556831,2,46,1,ACH,left,607.0,448.0,projection,448
720575940632602532,2,53,1,ACH,left,1942.0,2341.0,local,0
720575940632636959,6,225,1,GLUT,left,1564.0,861.0,local,0
720575940632648612,5,39,1,GABA,left,660.0,1616.0,local,0
720575940632648868,1,7,1,ACH,right,829.0,791.0,local,0
720575940632873261,5,133,1,ACH,right,1137.0,951.0,local,0
720575940632877869,1,10,1,ACH,right,279.0,597.0,local,0
720575940632894690,3,35,1,,right,126.0,56.0,projection,42
720575940633075885,2,35,1,ACH,right,203.0,255.0,local,0
720575940633156799,6,85,1,GLUT,right,293.0,156.0,local,0
720575940633170969,6,190,1,GLUT,left,3461.0,1592.0,local,0
720575940633195148,2,39,1,,left,570.0,0.0,local,0
720575940633198284,3,28,1,ACH,left,1095.0,1010.0,local,0
720575940633518176,2,26,1,GLUT,left,671.0,1239.0,local,0
720575940633521828,1,5,1,ACH,left,70.0,184.0,projection,170
720575940633571020,3,43,1,GLUT,left,219.0,130.0,local,0
720575940633612258,1,6,1,GLUT,left,90.0,62.0,projection,62
720575940633711028,1,5,1,ACH,right,142.0,258.0,projection,63
720575940633715831,1,6,1,ACH,left,58.0,299.0,projection,106
720575940633824864,10,124,1,GABA,right,308.0,279.0,local,0
720575940633919992,5,47,1,ACH,left,262.0,200.0,local,0
720575940633941293,1,6,1,GLUT,left,2300.0,1576.0,local,0
720575940634090777,13,198,1,GABA,right,625.0,1413.0,local,0
720575940634102639,1,7,1,,right,96.0,23.0,projection,23
720575940634105439,1,6,1,ACH,left,367.0,436.0,local,0
720575940634186906,2,24,1,GLUT,right,167.0,125.0,projection,125
720575940634462304,3,54,1,GLUT,right,298.0,131.0,projection,131
720575940634702967,2,59,1,GABA,left,85.0,192.0,projection,192
720575940634788247,4,95,1,ACH,left,440.0,186.0,local,0
720575940634844408,4,116,1,ACH,right,404.0,207.0,local,0
720575940635179871,2,15,1,GABA,left,1453.0,1670.0,local,0
720575940635197291,2,18,1,SER,right,386.0,209.0,local,0
720575940635210859,1,5,1,SER,left,381.0,302.0,local,0
720575940635229303,3,32,1,GABA,right,417.0,753.0,local,0
720575940635239672,1,12,1,SER,right,1855.0,56.0,projection,13
720575940635322524,1,5,1,ACH,right,122.0,330.0,projection,66
720575940635613358,6,55,1,GLUT,right,240.0,170.0,local,0
720575940635642725,2,10,1,GABA,left,377.0,294.0,projection,294
720575940635816926,4,92,1,ACH,right,725.0,269.0,local,0
720575940635954879,2,22,1,ACH,left,303.0,132.0,local,0
720575940636346487,1,6,1,ACH,left,1114.0,752.0,local,0
720575940636541285,2,47,1,ACH,left,2530.0,1468.0,local,0
720575940636576948,1,6,1,OCT,center,1277.0,1068.0,projection,1058
720575940636608142,2,22,1,GABA,right,115.0,100.0,projection,100
720575940636895406,3,16,1,SER,left,1814.0,77.0,projection,16
720575940637184326,3,32,1,ACH,left,255.0,273.0,local,0
720575940637216624,5,48,1,,left,2169.0,971.0,local,0
720575940637232447,6,118,1,GABA,left,533.0,376.0,projection,376
720575940637296356,4,73,1,ACH,right,369.0,800.0,projection,5
720575940637742150,5,158,1,ACH,left,516.0,198.0,local,0
720575940637756760,3,20,1,GLUT,right,104.0,21.0,projection,21
720575940637788137,5,122,1,ACH,right,459.0,157.0,local,0
720575940637956698,2,246,1,ACH,left,981.0,833.0,projection,833
720575940638360960,1,12,1,ACH,right,191.0,335.0,local,0
720575940638557312,3,127,1,ACH,left,499.0,190.0,local,0
720575940638604915,2,15,1,ACH,left,1440.0,1086.0,local,0
720575940638638670,1,5,1,ACH,right,143.0,164.0,projection,164
720575940638663221,5,105,1,ACH,left,914.0,1187.0,projection,1187
720575940638684248,2,27,1,ACH,left,289.0,290.0,local,0
720575940639037016,3,17,1,SER,right,60.0,228.0,projection,32
720575940639068605,1,5,1,ACH,right,772.0,808.0,projection,808
720575940639339829,2,53,1,ACH,right,1507.0,1362.0,local,0
720575940639688064,2,17,1,ACH,left,75.0,109.0,projection,39
720575940639705808,2,12,1,ACH,right,120.0,308.0,local,0
720575940639786915,5,174,1,ACH,left,1124.0,828.0,local,0
720575940639813365,8,561,1,GABA,left,2351.0,2025.0,local,0
720575940640032600,2,27,1,GLUT,right,634.0,1264.0,local,0
720575940640163517,1,7,1,ACH,right,35.0,104.0,local,0
720575940641284853,5,86,1,GLUT,right,526.0,968.0,local,0
720575940641366517,3,29,1,GABA,right,565.0,1488.0,local,0
720575940641417869,1,6,1,,right,57.0,180.0,local,0
720575940641590491,1,8,1,ACH,right,81.0,121.0,projection,38
720575940641632653,2,18,1,GABA,right,271.0,128.0,projection,128
720575940641776032,2,54,1,ACH,left,431.0,323.0,local,0
720575940642335373,1,21,1,GABA,left,1196.0,993.0,local,0
720575940642526756,1,10,1,GLUT,left,36.0,44.0,projection,44
720575940642910152,1,7,1,GLUT,left,1677.0,1607.0,local,0
720575940643703831,5,68,1,ACH,left,198.0,143.0,local,0
720575940644750116,7,140,1,ACH,left,467.0,779.0,local,0
720575940645039383,1,6,1,GABA,right,1092.0,1276.0,local,0
720575940645056791,1,9,1,ACH,right,831.0,1537.0,local,0
720575940645503854,1,25,1,ACH,right,721.0,692.0,local,0
720575940646088068,8,527,1,GABA,right,2289.0,2004.0,local,0
720575940646250804,2,14,1,,right,110.0,59.0,projection,16
720575940646663044,1,8,1,GLUT,right,232.0,132.0,projection,132
720575940647033396,13,413,1,GABA,left,1836.0,690.0,local,0
720575940648055673,10,128,1,GABA,right,169.0,324.0,local,0
720575940648601988,5,41,1,,right,76.0,225.0,projection,27
720575940648708228,4,29,1,GABA,right,255.0,565.0,local,0
720575940649081465,5,66,1,ACH,right,1070.0,828.0,local,0
720575940654057889,7,308,1,GLUT,left,2269.0,1416.0,local,0
720575940660123777,6,106,1,GLUT,right,410.0,211.0,projection,211
720575940660223873,2,20,1,ACH,left,1407.0,2354.0,local,0
720575940661309057,3,30,1,,left,249.0,172.0,projection,172
