pre_root_id,post_root_id,syn_count,origin_set
720575940606388146,720575940608713993,33,set_4
720575940606388146,720575940609993284,51,set_4
720575940606388146,720575940610524339,39,set_4
720575940606388146,720575940612470755,18,set_4
720575940606388146,720575940612692633,117,set_4
720575940606388146,720575940613004402,36,set_4
720575940606388146,720575940613170385,15,set_4
720575940606388146,720575940613222195,30,set_4
720575940606388146,720575940614635175,48,set_4
720575940606388146,720575940614714514,297,set_4
720575940606388146,720575940614736290,24,set_4
720575940606388146,720575940614954536,15,set_4
720575940606388146,720575940615292895,33,set_4
720575940606388146,720575940615495839,66,set_4
720575940606388146,720575940615894614,378,set_4
720575940606388146,720575940616065254,15,set_4
720575940606388146,720575940617663537,30,set_4
720575940606388146,720575940618788944,18,set_4
720575940606388146,720575940618963732,18,set_4
720575940606388146,720575940619128699,150,set_4
720575940606388146,720575940619549867,63,set_4
720575940606388146,720575940619781814,66,set_4
720575940606388146,720575940619900507,111,set_4
720575940606388146,720575940620031366,27,set_4
720575940606388146,720575940620553094,18,set_4
720575940606388146,720575940620735258,42,set_4
720575940606388146,720575940621827419,24,set_4
720575940606388146,720575940621833281,21,set_4
720575940606388146,720575940621894750,165,set_4
720575940606388146,720575940622123144,141,set_4
720575940606388146,720575940622284947,27,set_4
720575940606388146,720575940622348156,546,set_4
720575940606388146,720575940622657268,99,set_4
720575940606388146,720575940623261675,45,set_4
720575940606388146,720575940623690474,84,set_4
720575940606388146,720575940623861962,21,set_4
720575940606388146,720575940624928284,87,set_4
720575940606388146,720575940625004034,15,set_4
720575940606388146,720575940625167886,36,set_4
720575940606388146,720575940625339981,51,set_4
720575940606388146,720575940625454108,114,set_4
720575940606388146,720575940625813140,51,set_4
720575940606388146,720575940626075517,48,set_4
720575940606388146,720575940626127432,18,set_4
720575940606388146,720575940626197593,54,set_4
720575940606388146,720575940626243428,171,set_4
720575940606388146,720575940626919144,69,set_4
720575940606388146,720575940626972056,24,set_4
720575940606388146,720575940627107271,369,set_4
720575940606388146,720575940627275795,162,set_4
720575940606388146,720575940627356459,213,set_4
720575940606388146,720575940627814728,21,set_4
720575940606388146,720575940627829064,18,set_4
720575940606388146,720575940628463042,36,set_4
720575940606388146,720575940629470838,15,set_4
720575940606388146,720575940630470391,57,set_4
720575940606388146,720575940630504466,51,set_4
720575940606388146,720575940630605881,24,set_4
720575940606388146,720575940630664556,642,set_4
720575940606388146,720575940630775801,24,set_4
720575940606388146,720575940631111983,102,set_4
720575940606388146,720575940631179831,36,set_4
720575940606388146,720575940631619948,144,set_4
720575940606388146,720575940631742381,36,set_4
720575940606388146,720575940631787693,48,set_4
720575940606388146,720575940633195148,33,set_4
720575940606388146,720575940633639063,18,set_4
720575940606388146,720575940633824864,15,set_4
720575940606388146,720575940634090777,42,set_4
720575940606388146,720575940634093337,72,set_4
720575940606388146,720575940634105439,129,set_4
720575940606388146,720575940634659508,39,set_4
720575940606388146,720575940635751269,18,set_4
720575940606388146,720575940637936710,96,set_4
720575940606388146,720575940638604915,21,set_4
720575940606388146,720575940639339829,552,set_4
720575940606388146,720575940639756093,27,set_4
