pre_root_id,post_root_id,syn_count
720575940611211417,720575940605698080,22
720575940611211417,720575940607472988,14
720575940611211417,720575940608475331,14
720575940611211417,720575940608713993,22
720575940611211417,720575940610524339,5
720575940611211417,720575940611018865,24
720575940611211417,720575940613361010,5
720575940611211417,720575940613426343,13
720575940611211417,720575940614714514,12
720575940611211417,720575940615245107,40
720575940611211417,720575940616169010,9
720575940611211417,720575940616497477,26
720575940611211417,720575940616896257,10
720575940611211417,720575940617244027,5
720575940611211417,720575940617393625,9
720575940611211417,720575940617476379,14
720575940611211417,720575940617799253,20
720575940611211417,720575940617917579,6
720575940611211417,720575940619128699,31
720575940611211417,720575940619900507,9
720575940611211417,720575940620735258,24
720575940611211417,720575940621256384,132
720575940611211417,720575940622123144,32
720575940611211417,720575940622457579,7
720575940611211417,720575940622519156,42
720575940611211417,720575940622661095,13
720575940611211417,720575940623004552,40
720575940611211417,720575940623066893,31
720575940611211417,720575940623261675,16
720575940611211417,720575940623861962,26
720575940611211417,720575940624352970,25
720575940611211417,720575940625081290,38
720575940611211417,720575940625147645,6
720575940611211417,720575940625807152,5
720575940611211417,720575940626185353,6
720575940611211417,720575940626507346,27
720575940611211417,720575940626983684,6
720575940611211417,720575940627040549,8
720575940611211417,720575940627206074,26
720575940611211417,720575940627210502,25
720575940611211417,720575940627254856,23
720575940611211417,720575940627443996,9
720575940611211417,720575940628676457,70
720575940611211417,720575940629717370,15
720575940611211417,720575940629954872,5
720575940611211417,720575940630488540,6
720575940611211417,720575940630504466,20
720575940611211417,720575940630661164,7
720575940611211417,720575940630890040,11
720575940611211417,720575940630904567,38
720575940611211417,720575940630995799,7
720575940611211417,720575940631111983,24
720575940611211417,720575940631179831,121
720575940611211417,720575940631530348,6
720575940611211417,720575940631619948,23
720575940611211417,720575940631850521,6
720575940611211417,720575940634659508,5
720575940611211417,720575940635229303,28
720575940611211417,720575940635625367,45
720575940611211417,720575940635816926,28
720575940611211417,720575940637216624,73
720575940611211417,720575940640224640,31
720575940611211417,720575940641776032,40
720575940611211417,720575940643823470,34
720575940611211417,720575940646156420,42
720575940611211417,720575940647036980,49
720575940611211417,720575940648708228,16
720575940611211417,720575940649081465,21
720575940611211417,720575940651736566,12
720575940616562150,720575940608239371,5
720575940616562150,720575940610079957,7
720575940616562150,720575940611018865,14
720575940616562150,720575940614635175,11
720575940616562150,720575940616217403,21
720575940616562150,720575940619128699,12
720575940616562150,720575940619900507,9
720575940616562150,720575940620553094,10
