pre_root_id,post_root_id,syn_count
720575940609913042,720575940604459697,28
720575940609913042,720575940605443017,10
720575940609913042,720575940606867145,5
720575940609913042,720575940607472988,7
720575940609913042,720575940609425874,5
720575940609913042,720575940610524339,8
720575940609913042,720575940610916465,21
720575940609913042,720575940611475698,27
720575940609913042,720575940613222195,22
720575940609913042,720575940613670893,7
720575940609913042,720575940615495839,15
720575940609913042,720575940616065254,16
720575940609913042,720575940616167730,6
720575940609913042,720575940616777105,9
720575940609913042,720575940616791709,44
720575940609913042,720575940616921152,121
720575940609913042,720575940617369117,10
720575940609913042,720575940617663537,5
720575940609913042,720575940618135419,9
720575940609913042,720575940618529217,7
720575940609913042,720575940620359956,36
720575940609913042,720575940621218694,13
720575940609913042,720575940621818790,111
720575940609913042,720575940622433799,9
720575940609913042,720575940622732253,83
720575940609913042,720575940623029395,10
720575940609913042,720575940623139111,9
720575940609913042,720575940623154712,50
720575940609913042,720575940623224555,15
720575940609913042,720575940623853837,15
720575940609913042,720575940624016227,10
720575940609913042,720575940624040743,11
720575940609913042,720575940624528740,12
720575940609913042,720575940624659789,23
720575940609913042,720575940624928284,17
720575940609913042,720575940625102692,154
720575940609913042,720575940625178768,186
720575940609913042,720575940626456582,10
720575940609913042,720575940626870846,20
720575940609913042,720575940626974737,25
720575940609913042,720575940628209152,19
720575940609913042,720575940628462927,6
720575940609913042,720575940628530961,15
720575940609913042,720575940628995587,28
720575940609913042,720575940629207963,33
720575940609913042,720575940629370844,65
720575940609913042,720575940630034231,5
720575940609913042,720575940630311528,5
720575940609913042,720575940630548751,63
720575940609913042,720575940630605881,19
720575940609913042,720575940630772547,16
720575940609913042,720575940633170969,8
720575940609913042,720575940633518176,8
720575940609913042,720575940633521828,5
720575940609913042,720575940633715831,6
720575940609913042,720575940634090777,10
720575940609913042,720575940636895406,5
720575940609913042,720575940639786915,68
720575940609913042,720575940639813365,126
720575940609913042,720575940640032600,20
720575940609913042,720575940644750116,9
720575940609913042,720575940646088068,92
720575940609913042,720575940647033396,22
720575940609913042,720575940648055673,9
720575940609913042,720575940654057889,150
720575940610259406,720575940604891360,33
720575940610259406,720575940605158572,109
720575940610259406,720575940605703456,14
720575940610259406,720575940614418794,5
720575940610259406,720575940614635175,20
720575940610259406,720575940615407583,8
720575940610259406,720575940617335382,16
720575940610259406,720575940617839739,8
720575940610259406,720575940620553094,26
720575940610259406,720575940623207885,57
720575940610259406,720575940624012981,11
720575940610259406,720575940626622339,211
720575940610259406,720575940626953049,7
720575940610259406,720575940627815080,108
720575940610259406,720575940627936515,9
720575940610259406,720575940628683063,7
720575940610259406,720575940629317450,8
720575940610259406,720575940630456028,11
720575940610259406,720575940633075885,24
720575940610259406,720575940634844408,14
720575940610259406,720575940635197291,13
720575940610259406,720575940637788137,13
720575940610981362,720575940604459697,22
720575940610981362,720575940607472988,27
720575940610981362,720575940610916465,104
720575940610981362,720575940611366058,8
720575940610981362,720575940611475698,19
720575940610981362,720575940612423922,101
720575940610981362,720575940613222195,10
720575940610981362,720575940614128691,7
720575940610981362,720575940615071391,5
720575940610981362,720575940615296818,15
720575940610981362,720575940615495839,28
720575940610981362,720575940615742353,7
720575940610981362,720575940616065254,18
720575940610981362,720575940616100582,12
720575940610981362,720575940616921152,109
720575940610981362,720575940617184001,6
720575940610981362,720575940617663537,14
720575940610981362,720575940619601428,9
720575940610981362,720575940619781814,24
720575940610981362,720575940619847371,17
720575940610981362,720575940619990357,7
720575940610981362,720575940620359956,61
720575940610981362,720575940621345012,11
720575940610981362,720575940621736669,5
720575940610981362,720575940621818790,92
720575940610981362,720575940622657268,16
720575940610981362,720575940623853837,6
720575940610981362,720575940624530372,8
720575940610981362,720575940624659789,5
720575940610981362,720575940624928284,19
720575940610981362,720575940625102692,127
720575940610981362,720575940625178768,218
720575940610981362,720575940625298276,13
720575940610981362,720575940625454108,8
720575940610981362,720575940625834132,10
720575940610981362,720575940625867056,7
720575940610981362,720575940626337479,8
720575940610981362,720575940626456081,19
720575940610981362,720575940626870846,12
720575940610981362,720575940627383685,7
720575940610981362,720575940628182910,5
720575940610981362,720575940628590697,7
720575940610981362,720575940628995587,19
720575940610981362,720575940629266988,6
720575940610981362,720575940629317450,6
720575940610981362,720575940630548751,5
720575940610981362,720575940630575943,9
720575940610981362,720575940630605881,5
720575940610981362,720575940630664556,77
720575940610981362,720575940631349335,33
720575940610981362,720575940631507596,5
720575940610981362,720575940631639500,8
720575940610981362,720575940633170969,16
720575940610981362,720575940633919992,10
720575940610981362,720575940634090777,20
720575940610981362,720575940635179871,10
720575940610981362,720575940636346487,6
720575940610981362,720575940637184326,18
720575940610981362,720575940637296356,10
720575940610981362,720575940638663221,30
720575940610981362,720575940638684248,21
720575940610981362,720575940639786915,24
720575940610981362,720575940639813365,46
720575940610981362,720575940644750116,56
720575940610981362,720575940646088068,87
720575940610981362,720575940647033396,65
720575940610981362,720575940654057889,24
720575940610981362,720575940660223873,13
720575940614830239,720575940605443017,10
720575940614830239,720575940605703456,12
720575940614830239,720575940606866377,16
720575940614830239,720575940609592270,6
720575940614830239,720575940610916465,75
720575940614830239,720575940612738197,8
720575940614830239,720575940612910503,8
720575940614830239,720575940613943215,5
720575940614830239,720575940615296818,7
720575940614830239,720575940615811670,13
720575940614830239,720575940616167730,27
720575940614830239,720575940616777105,7
720575940614830239,720575940616791709,100
720575940614830239,720575940616921152,5
720575940614830239,720575940617244027,6
720575940614830239,720575940617299515,28
720575940614830239,720575940618135419,11
720575940614830239,720575940619658576,8
720575940614830239,720575940619741104,5
720575940614830239,720575940619973712,5
720575940614830239,720575940620359956,29
720575940614830239,720575940620451866,9
720575940614830239,720575940620467115,5
720575940614830239,720575940621345012,12
720575940614830239,720575940621647238,6
720575940614830239,720575940622433799,21
720575940614830239,720575940622474899,5
720575940614830239,720575940622520908,5
720575940614830239,720575940622732253,169
720575940614830239,720575940623017989,27
720575940614830239,720575940623029395,10
720575940614830239,720575940623154712,112
720575940614830239,720575940623192781,81
720575940614830239,720575940623737525,5
720575940614830239,720575940624016227,7
720575940614830239,720575940624528740,15
720575940614830239,720575940624928284,28
720575940614830239,720575940625339981,10
720575940614830239,720575940625867056,31
720575940614830239,720575940626507346,13
720575940614830239,720575940626972568,10
720575940614830239,720575940627004459,7
720575940614830239,720575940627177115,5
720575940614830239,720575940627312668,42
720575940614830239,720575940627359228,12
720575940614830239,720575940628590697,35
720575940614830239,720575940628995587,89
720575940614830239,720575940629207963,42
720575940614830239,720575940629266988,9
720575940614830239,720575940629370844,104
720575940614830239,720575940629595633,6
720575940614830239,720575940629598935,7
720575940614830239,720575940629878479,15
720575940614830239,720575940630182972,5
720575940614830239,720575940630548751,22
720575940614830239,720575940630867148,14
720575940614830239,720575940631349335,10
720575940614830239,720575940633824864,11
720575940614830239,720575940634090777,20
720575940614830239,720575940635179871,5
720575940614830239,720575940636895406,6
720575940614830239,720575940637296356,32
720575940614830239,720575940638663221,9
720575940614830239,720575940639705808,7
720575940614830239,720575940639813365,68
720575940614830239,720575940641284853,22
720575940614830239,720575940644750116,6
720575940614830239,720575940645039383,6
720575940614830239,720575940646088068,45
720575940614830239,720575940647033396,46
720575940614830239,720575940648055673,18
720575940614830239,720575940654057889,7
720575940616616861,720575940607472988,227
720575940616616861,720575940608239371,6
720575940616616861,720575940608713993,58
720575940616616861,720575940610916465,8
720575940616616861,720575940612423922,26
720575940616616861,720575940613433519,8
720575940616616861,720575940614128691,21
720575940616616861,720575940614635175,29
720575940616616861,720575940615245107,25
720575940616616861,720575940615894614,6
720575940616616861,720575940616747830,9
720575940616616861,720575940617799253,5
720575940616616861,720575940618118485,7
720575940616616861,720575940619111515,5
720575940616616861,720575940619847371,5
720575940616616861,720575940619990357,6
720575940616616861,720575940620031366,70
720575940616616861,720575940620292116,25
720575940616616861,720575940620553094,23
720575940616616861,720575940620735258,59
720575940616616861,720575940621736669,19
720575940616616861,720575940621818790,102
720575940616616861,720575940622123144,6
720575940616616861,720575940622348156,24
720575940616616861,720575940622661095,8
720575940616616861,720575940623861962,68
720575940616616861,720575940624253991,8
720575940616616861,720575940624530372,8
720575940616616861,720575940625175054,7
720575940616616861,720575940625298276,36
720575940616616861,720575940626191306,5
720575940616616861,720575940627444490,8
720575940616616861,720575940628182910,44
720575940616616861,720575940629317450,32
720575940616616861,720575940629470838,8
720575940616616861,720575940630664556,94
720575940616616861,720575940631507596,9
720575940616616861,720575940631639500,17
720575940616616861,720575940631787693,12
720575940616616861,720575940631983464,5
720575940616616861,720575940632648612,6
720575940616616861,720575940632894690,14
720575940616616861,720575940633919992,9
720575940616616861,720575940634105439,6
720575940616616861,720575940635210859,5
720575940616616861,720575940637184326,7
720575940616616861,720575940637216624,15
720575940616616861,720575940637742150,7
720575940616616861,720575940637756760,6
720575940616616861,720575940641632653,10
720575940616616861,720575940641776032,41
720575940616616861,720575940646250804,5
720575940616616861,720575940660123777,24
720575940617121819,720575940606720265,9
720575940617121819,720575940609993284,7
720575940617121819,720575940610524339,17
720575940617121819,720575940613222195,10
720575940617121819,720575940614155462,6
720575940617121819,720575940615296818,21
720575940617121819,720575940616203869,5
720575940617121819,720575940616217403,66
720575940617121819,720575940616777105,10
720575940617121819,720575940619111515,18
720575940617121819,720575940619549867,8
720575940617121819,720575940619900507,27
720575940617121819,720575940619990357,6
720575940617121819,720575940620061793,9
720575940617121819,720575940621116073,13
720575940617121819,720575940621345012,8
720575940617121819,720575940621818790,5
720575940617121819,720575940621957381,10
720575940617121819,720575940622348156,24
720575940617121819,720575940622609591,5
720575940617121819,720575940623097853,18
720575940617121819,720575940623137818,10
720575940617121819,720575940623154712,7
720575940617121819,720575940625454108,20
720575940617121819,720575940625813140,5
720575940617121819,720575940626065736,9
720575940617121819,720575940626348106,22
720575940617121819,720575940626376600,16
720575940617121819,720575940626434822,8
720575940617121819,720575940626668218,6
720575940617121819,720575940627359228,7
720575940617121819,720575940627916331,14
720575940617121819,720575940628683063,8
720575940617121819,720575940628866242,7
720575940617121819,720575940629595633,15
720575940617121819,720575940630059052,33
720575940617121819,720575940631394920,8
720575940617121819,720575940631595603,5
720575940617121819,720575940631787693,26
720575940617121819,720575940632274914,49
720575940617121819,720575940632636959,87
720575940617121819,720575940632873261,8
720575940617121819,720575940633156799,21
720575940617121819,720575940633195148,15
720575940617121819,720575940633571020,15
720575940617121819,720575940635613358,8
720575940617121819,720575940638604915,5
720575940617121819,720575940639339829,22
720575940617121819,720575940648708228,8
720575940617828766,720575940604150560,23
720575940617828766,720575940605703456,16
720575940617828766,720575940607253170,5
720575940617828766,720575940608601355,28
720575940617828766,720575940611715813,7
720575940617828766,720575940611756723,22
720575940617828766,720575940611780648,15
720575940617828766,720575940612987134,5
720575940617828766,720575940613527789,23
720575940617828766,720575940613825814,5
720575940617828766,720575940614635175,68
720575940617828766,720575940614799007,10
720575940617828766,720575940615050346,9
720575940617828766,720575940616167730,8
720575940617828766,720575940616404820,8
720575940617828766,720575940617854676,5
720575940617828766,720575940620553094,38
720575940617828766,720575940621256384,16
720575940617828766,720575940621647238,6
720575940617828766,720575940622688765,7
720575940617828766,720575940623207885,36
720575940617828766,720575940623675367,7
720575940617828766,720575940624427466,18
720575940617828766,720575940625867056,11
720575940617828766,720575940626670869,6
720575940617828766,720575940627312668,7
720575940617828766,720575940628119127,6
720575940617828766,720575940628659305,17
720575940617828766,720575940629098028,5
720575940617828766,720575940629954872,44
720575940617828766,720575940631622225,7
720575940617828766,720575940631965357,20
720575940617828766,720575940634844408,6
720575940617828766,720575940638360960,12
720575940617828766,720575940642526756,10
720575940617828766,720575940645503854,25
720575940617828766,720575940647033396,12
720575940617828766,720575940661309057,12
720575940618788944,720575940608713993,34
720575940618788944,720575940610916465,66
720575940618788944,720575940612423922,73
720575940618788944,720575940612692889,17
720575940618788944,720575940613361010,10
720575940618788944,720575940613426343,37
720575940618788944,720575940613527789,9
720575940618788944,720575940614714514,12
720575940618788944,720575940615245107,27
720575940618788944,720575940615894614,6
720575940618788944,720575940616497477,12
720575940618788944,720575940617799253,8
720575940618788944,720575940618118485,15
720575940618788944,720575940619034782,129
720575940618788944,720575940620445062,5
720575940618788944,720575940620627803,6
720575940618788944,720575940620735258,26
720575940618788944,720575940622661095,10
720575940618788944,720575940623004552,11
720575940618788944,720575940623192781,9
720575940618788944,720575940623507273,44
720575940618788944,720575940623861962,28
720575940618788944,720575940624352970,16
720575940618788944,720575940624528740,9
720575940618788944,720575940624530372,13
720575940618788944,720575940624746940,5
720575940618788944,720575940625081290,11
720575940618788944,720575940625178768,44
720575940618788944,720575940625834132,27
720575940618788944,720575940626146125,7
720575940618788944,720575940626870846,9
720575940618788944,720575940626983684,5
720575940618788944,720575940627004459,5
720575940618788944,720575940627080872,6
720575940618788944,720575940627492866,5
720575940618788944,720575940628182910,87
720575940618788944,720575940629839947,16
720575940618788944,720575940629954872,7
720575940618788944,720575940630059052,5
720575940618788944,720575940630311528,5
720575940618788944,720575940630664556,43
720575940618788944,720575940630904567,8
720575940618788944,720575940630995799,9
720575940618788944,720575940632602532,38
720575940618788944,720575940633919992,5
720575940618788944,720575940635816926,12
720575940618788944,720575940636608142,6
720575940618788944,720575940637232447,9
720575940618788944,720575940641632653,8
720575940618788944,720575940641776032,13
720575940618788944,720575940643703831,26
720575940618788944,720575940647033396,24
720575940618788944,720575940660123777,22
720575940619928929,720575940605443017,7
720575940619928929,720575940605703456,14
720575940619928929,720575940610916465,88
720575940619928929,720575940612423922,14
720575940619928929,720575940615495839,8
720575940619928929,720575940615811670,9
720575940619928929,720575940616167730,18
720575940619928929,720575940616791709,69
720575940619928929,720575940616921152,33
720575940619928929,720575940617244027,6
720575940619928929,720575940617299515,8
720575940619928929,720575940617663537,6
720575940619928929,720575940618135419,14
720575940619928929,720575940620359956,20
720575940619928929,720575940620451866,6
720575940619928929,720575940620467115,7
720575940619928929,720575940621345012,7
720575940619928929,720575940621818790,11
720575940619928929,720575940622433799,13
720575940619928929,720575940622520908,9
720575940619928929,720575940622732253,165
720575940619928929,720575940623017989,21
720575940619928929,720575940623029395,5
720575940619928929,720575940623154712,26
720575940619928929,720575940623192781,63
720575940619928929,720575940624016227,5
720575940619928929,720575940624222205,9
720575940619928929,720575940624528740,22
720575940619928929,720575940624530372,5
720575940619928929,720575940625102692,21
720575940619928929,720575940625178768,37
720575940619928929,720575940625339981,19
720575940619928929,720575940625867056,11
720575940619928929,720575940626507346,8
720575940619928929,720575940626972568,5
720575940619928929,720575940627004459,5
720575940619928929,720575940627312668,29
720575940619928929,720575940627359228,7
720575940619928929,720575940628590697,46
720575940619928929,720575940628936898,7
