root_id,upstream_set_6_2Ns,set_6_syn_count,const,input_synapses_x,%_set_6_input,input_synapses_y,input_synapses,pct_set_6_input,avg_upstream_synapses
720575940627829064,1,30,1,30,100.0,30,0,0.0,30.0
720575940627916331,4,93,1,93,100.0,93,0,0.0,23.25
720575940627989609,1,64,1,64,100.0,64,0,0.0,64.0
720575940628038187,1,5,1,5,100.0,5,0,0.0,5.0
720575940628070419,7,612,1,612,100.0,612,0,0.0,87.42857142857143
720575940628095593,4,197,1,197,100.0,197,0,0.0,49.25
720575940628182910,1,28,1,28,100.0,28,0,0.0,28.0
720575940628209152,3,332,1,332,100.0,332,0,0.0,110.66666666666667
720575940628319899,2,372,1,372,100.0,372,0,0.0,186.0
720575940628343050,1,42,1,42,100.0,42,0,0.0,42.0
720575940628462927,1,25,1,25,100.0,25,0,0.0,25.0
720575940628463042,3,170,1,170,100.0,170,0,0.0,56.666666666666664
720575940628504849,3,84,1,84,100.0,84,0,0.0,28.0
720575940628598121,6,1114,1,1114,100.0,1114,0,0.0,185.66666666666666
720575940628644218,3,164,1,164,100.0,164,0,0.0,54.666666666666664
720575940628668009,3,113,1,113,100.0,113,0,0.0,37.666666666666664
720575940628676457,5,598,1,598,100.0,598,0,0.0,119.6
720575940628743752,7,709,1,709,100.0,709,0,0.0,101.28571428571429
720575940628755815,2,205,1,205,100.0,205,0,0.0,102.5
720575940628780309,6,980,1,980,100.0,980,0,0.0,163.33333333333334
720575940628815381,1,210,1,210,100.0,210,0,0.0,210.0
720575940628866242,2,31,1,31,100.0,31,0,0.0,15.5
720575940628885160,2,74,1,74,100.0,74,0,0.0,37.0
720575940628971779,1,7,1,7,100.0,7,0,0.0,7.0
720575940628973827,1,111,1,111,100.0,111,0,0.0,111.0
720575940628995331,5,163,1,163,100.0,163,0,0.0,32.6
720575940629024591,5,355,1,355,100.0,355,0,0.0,71.0
720575940629111490,2,39,1,39,100.0,39,0,0.0,19.5
720575940629112258,1,6,1,6,100.0,6,0,0.0,6.0
720575940629207963,12,595,1,595,100.0,595,0,0.0,49.583333333333336
720575940629266988,3,228,1,228,100.0,228,0,0.0,76.0
720575940629365868,1,35,1,35,100.0,35,0,0.0,35.0
720575940629422183,4,292,1,292,100.0,292,0,0.0,73.0
720575940629576451,2,30,1,30,100.0,30,0,0.0,15.0
720575940629595633,1,156,1,156,100.0,156,0,0.0,156.0
720575940629677417,2,43,1,43,100.0,43,0,0.0,21.5
720575940629717370,1,5,1,5,100.0,5,0,0.0,5.0
720575940629778554,11,797,1,797,100.0,797,0,0.0,72.45454545454545
720575940629804158,2,109,1,109,100.0,109,0,0.0,54.5
720575940629839947,1,11,1,11,100.0,11,0,0.0,11.0
720575940629865319,2,86,1,86,100.0,86,0,0.0,43.0
720575940629954872,1,28,1,28,100.0,28,0,0.0,28.0
720575940629972215,1,59,1,59,100.0,59,0,0.0,59.0
720575940630157643,1,7,1,7,100.0,7,0,0.0,7.0
720575940630159616,2,90,1,90,100.0,90,0,0.0,45.0
720575940630232380,7,420,1,420,100.0,420,0,0.0,60.0
720575940630233404,10,4164,1,4164,100.0,4164,0,0.0,416.4
720575940630274459,2,67,1,67,100.0,67,0,0.0,33.5
720575940630461404,2,90,1,90,100.0,90,0,0.0,45.0
720575940630461660,2,215,1,215,100.0,215,0,0.0,107.5
720575940630488540,2,36,1,36,100.0,36,0,0.0,18.0
720575940630504466,5,192,1,192,100.0,192,0,0.0,38.4
720575940630506344,1,15,1,15,100.0,15,0,0.0,15.0
720575940630548751,2,98,1,98,100.0,98,0,0.0,49.0
720575940630579574,2,37,1,37,100.0,37,0,0.0,18.5
720575940630589036,3,126,1,126,100.0,126,0,0.0,42.0
720575940630597177,1,41,1,41,100.0,41,0,0.0,41.0
720575940630605881,2,72,1,72,100.0,72,0,0.0,36.0
720575940630620207,3,79,1,79,100.0,79,0,0.0,26.333333333333332
720575940630654539,1,24,1,24,100.0,24,0,0.0,24.0
720575940630664556,8,2314,1,2314,100.0,2314,0,0.0,289.25
720575940630665210,3,522,1,522,100.0,522,0,0.0,174.0
720575940630670890,5,427,1,427,100.0,427,0,0.0,85.4
720575940630691958,3,623,1,623,100.0,623,0,0.0,207.66666666666666
720575940630697078,1,30,1,30,100.0,30,0,0.0,30.0
720575940630718511,1,87,1,87,100.0,87,0,0.0,87.0
720575940630734393,1,6,1,6,100.0,6,0,0.0,6.0
720575940630771449,5,521,1,521,100.0,521,0,0.0,104.2
720575940630772547,3,270,1,270,100.0,270,0,0.0,90.0
720575940630775801,1,40,1,40,100.0,40,0,0.0,40.0
720575940630806267,2,57,1,57,100.0,57,0,0.0,28.5
720575940630868793,6,625,1,625,100.0,625,0,0.0,104.16666666666667
720575940630904567,2,43,1,43,100.0,43,0,0.0,21.5
720575940630980559,2,372,1,372,100.0,372,0,0.0,186.0
720575940630981906,1,40,1,40,100.0,40,0,0.0,40.0
720575940631008824,3,210,1,210,100.0,210,0,0.0,70.0
720575940631056185,1,5,1,5,100.0,5,0,0.0,5.0
720575940631070239,1,88,1,88,100.0,88,0,0.0,88.0
720575940631092943,1,30,1,30,100.0,30,0,0.0,30.0
720575940631108303,1,10,1,10,100.0,10,0,0.0,10.0
720575940631111983,3,361,1,361,100.0,361,0,0.0,120.33333333333333
720575940631168057,1,57,1,57,100.0,57,0,0.0,57.0
720575940631179831,5,782,1,782,100.0,782,0,0.0,156.4
720575940631205580,1,36,1,36,100.0,36,0,0.0,36.0
720575940631280721,1,51,1,51,100.0,51,0,0.0,51.0
720575940631299090,3,99,1,99,100.0,99,0,0.0,33.0
720575940631394920,6,193,1,193,100.0,193,0,0.0,32.166666666666664
720575940631572141,1,152,1,152,100.0,152,0,0.0,152.0
720575940631595603,3,53,1,53,100.0,53,0,0.0,17.666666666666668
720575940631619948,1,240,1,240,100.0,240,0,0.0,240.0
720575940631639500,1,5,1,5,100.0,5,0,0.0,5.0
720575940631703608,2,36,1,36,100.0,36,0,0.0,18.0
720575940631742381,4,259,1,259,100.0,259,0,0.0,64.75
720575940631787693,2,116,1,116,100.0,116,0,0.0,58.0
720575940631829279,5,374,1,374,100.0,374,0,0.0,74.8
720575940631901409,1,8,1,8,100.0,8,0,0.0,8.0
720575940631918649,2,27,1,27,100.0,27,0,0.0,13.5
720575940631939415,1,108,1,108,100.0,108,0,0.0,108.0
720575940631939432,2,28,1,28,100.0,28,0,0.0,14.0
720575940631968599,1,30,1,30,100.0,30,0,0.0,30.0
720575940631989352,2,51,1,51,100.0,51,0,0.0,25.5
720575940631994728,5,186,1,186,100.0,186,0,0.0,37.2
720575940631997032,3,325,1,325,100.0,325,0,0.0,108.33333333333333
720575940631999080,3,57,1,57,100.0,57,0,0.0,19.0
720575940632028216,4,632,1,632,100.0,632,0,0.0,158.0
720575940632030008,3,49,1,49,100.0,49,0,0.0,16.333333333333332
720575940632047890,3,71,1,71,100.0,71,0,0.0,23.666666666666668
720575940632118156,5,1085,1,1085,100.0,1085,0,0.0,217.0
720575940632134227,3,164,1,164,100.0,164,0,0.0,54.666666666666664
720575940632213730,1,54,1,54,100.0,54,0,0.0,54.0
720575940632252743,1,26,1,26,100.0,26,0,0.0,26.0
720575940632274914,1,30,1,30,100.0,30,0,0.0,30.0
720575940632281927,5,254,1,254,100.0,254,0,0.0,50.8
720575940632304711,3,106,1,106,100.0,106,0,0.0,35.333333333333336
720575940632486969,2,89,1,89,100.0,89,0,0.0,44.5
720575940632636959,1,14,1,14,100.0,14,0,0.0,14.0
720575940632639714,2,116,1,116,100.0,116,0,0.0,58.0
720575940632659404,2,141,1,141,100.0,141,0,0.0,70.5
720575940632727756,2,465,1,465,100.0,465,0,0.0,232.5
720575940632752723,1,12,1,12,100.0,12,0,0.0,12.0
720575940632839763,3,54,1,54,100.0,54,0,0.0,18.0
720575940632879842,1,10,1,10,100.0,10,0,0.0,10.0
720575940632998028,1,120,1,120,100.0,120,0,0.0,120.0
720575940633017903,1,5,1,5,100.0,5,0,0.0,5.0
720575940633065901,2,147,1,147,100.0,147,0,0.0,73.5
720575940633129171,1,100,1,100,100.0,100,0,0.0,100.0
720575940633129683,1,100,1,100,100.0,100,0,0.0,100.0
720575940633170643,1,30,1,30,100.0,30,0,0.0,30.0
720575940633170969,1,35,1,35,100.0,35,0,0.0,35.0
720575940633185567,1,18,1,18,100.0,18,0,0.0,18.0
720575940633194029,7,785,1,785,100.0,785,0,0.0,112.14285714285714
720575940633195148,4,173,1,173,100.0,173,0,0.0,43.25
720575940633213792,1,30,1,30,100.0,30,0,0.0,30.0
720575940633277209,1,6,1,6,100.0,6,0,0.0,6.0
720575940633304601,3,187,1,187,100.0,187,0,0.0,62.333333333333336
720575940633373651,6,189,1,189,100.0,189,0,0.0,31.5
720575940633548128,2,138,1,138,100.0,138,0,0.0,69.0
720575940633639063,5,101,1,101,100.0,101,0,0.0,20.2
720575940633660314,1,10,1,10,100.0,10,0,0.0,10.0
720575940633715831,1,5,1,5,100.0,5,0,0.0,5.0
720575940633772257,4,1099,1,1099,100.0,1099,0,0.0,274.75
720575940633824864,4,235,1,235,100.0,235,0,0.0,58.75
720575940633895469,2,111,1,111,100.0,111,0,0.0,55.5
720575940633919992,1,7,1,7,100.0,7,0,0.0,7.0
720575940633941293,3,110,1,110,100.0,110,0,0.0,36.666666666666664
720575940634090777,4,304,1,304,100.0,304,0,0.0,76.0
720575940634093337,5,452,1,452,100.0,452,0,0.0,90.4
720575940634105439,4,432,1,432,100.0,432,0,0.0,108.0
720575940634645600,4,855,1,855,100.0,855,0,0.0,213.75
720575940634659508,6,306,1,306,100.0,306,0,0.0,51.0
720575940634667234,2,15,1,15,100.0,15,0,0.0,7.5
720575940634699119,3,54,1,54,100.0,54,0,0.0,18.0
720575940634825623,1,21,1,21,100.0,21,0,0.0,21.0
720575940634842804,1,15,1,15,100.0,15,0,0.0,15.0
720575940635005303,1,13,1,13,100.0,13,0,0.0,13.0
720575940635166571,1,8,1,8,100.0,8,0,0.0,8.0
720575940635202155,5,158,1,158,100.0,158,0,0.0,31.6
720575940635212143,1,5,1,5,100.0,5,0,0.0,5.0
720575940635229303,1,336,1,336,100.0,336,0,0.0,336.0
720575940635297911,4,323,1,323,100.0,323,0,0.0,80.75
720575940635322524,1,30,1,30,100.0,30,0,0.0,30.0
720575940635360924,7,820,1,820,100.0,820,0,0.0,117.14285714285714
720575940635452570,1,42,1,42,100.0,42,0,0.0,42.0
720575940635527092,8,800,1,800,100.0,800,0,0.0,100.0
720575940635527322,2,149,1,149,100.0,149,0,0.0,74.5
720575940635596212,1,25,1,25,100.0,25,0,0.0,25.0
720575940635613358,1,6,1,6,100.0,6,0,0.0,6.0
720575940635739504,1,34,1,34,100.0,34,0,0.0,34.0
720575940635751269,3,131,1,131,100.0,131,0,0.0,43.666666666666664
720575940635816926,4,94,1,94,100.0,94,0,0.0,23.5
720575940635861146,1,5,1,5,100.0,5,0,0.0,5.0
720575940635954879,4,218,1,218,100.0,218,0,0.0,54.5
720575940636165624,10,1107,1,1107,100.0,1107,0,0.0,110.7
720575940636346487,4,136,1,136,100.0,136,0,0.0,34.0
720575940636541285,3,133,1,133,100.0,133,0,0.0,44.333333333333336
720575940636649061,3,60,1,60,100.0,60,0,0.0,20.0
720575940636685454,2,33,1,33,100.0,33,0,0.0,16.5
720575940637144944,2,32,1,32,100.0,32,0,0.0,16.0
720575940637216624,1,24,1,24,100.0,24,0,0.0,24.0
720575940637360730,3,370,1,370,100.0,370,0,0.0,123.33333333333333
720575940637656286,5,148,1,148,100.0,148,0,0.0,29.6
720575940637896245,1,120,1,120,100.0,120,0,0.0,120.0
720575940637936710,9,1358,1,1358,100.0,1358,0,0.0,150.88888888888889
720575940638024794,4,199,1,199,100.0,199,0,0.0,49.75
720575940638054197,1,5,1,5,100.0,5,0,0.0,5.0
720575940638103349,2,252,1,252,100.0,252,0,0.0,126.0
720575940638604915,5,203,1,203,100.0,203,0,0.0,40.6
720575940638714694,6,405,1,405,100.0,405,0,0.0,67.5
720575940638989219,3,146,1,146,100.0,146,0,0.0,48.666666666666664
720575940639037016,1,21,1,21,100.0,21,0,0.0,21.0
720575940639206077,4,240,1,240,100.0,240,0,0.0,60.0
720575940639274147,1,30,1,30,100.0,30,0,0.0,30.0
720575940639512192,3,219,1,219,100.0,219,0,0.0,73.0
720575940639756093,2,66,1,66,100.0,66,0,0.0,33.0
720575940639769715,6,145,1,145,100.0,145,0,0.0,24.166666666666668
720575940639786915,12,556,1,556,100.0,556,0,0.0,46.333333333333336
720575940639787683,2,45,1,45,100.0,45,0,0.0,22.5
720575940639813365,1,36,1,36,100.0,36,0,0.0,36.0
720575940639831459,4,159,1,159,100.0,159,0,0.0,39.75
720575940639956643,2,95,1,95,100.0,95,0,0.0,47.5
720575940640032600,1,7,1,7,100.0,7,0,0.0,7.0
720575940640162944,2,123,1,123,100.0,123,0,0.0,61.5
720575940640348149,1,28,1,28,100.0,28,0,0.0,28.0
720575940641281013,1,22,1,22,100.0,22,0,0.0,22.0
720575940641284853,1,42,1,42,100.0,42,0,0.0,42.0
720575940641417869,2,46,1,46,100.0,46,0,0.0,23.0
720575940641655949,1,111,1,111,100.0,111,0,0.0,111.0
720575940641776032,1,64,1,64,100.0,64,0,0.0,64.0
720575940642422517,2,35,1,35,100.0,35,0,0.0,17.5
720575940642428045,3,35,1,35,100.0,35,0,0.0,11.666666666666666
720575940643191575,1,8,1,8,100.0,8,0,0.0,8.0
720575940643325581,3,134,1,134,100.0,134,0,0.0,44.666666666666664
720575940643823470,2,311,1,311,100.0,311,0,0.0,155.5
720575940643867296,5,1181,1,1181,100.0,1181,0,0.0,236.2
720575940644666148,1,138,1,138,100.0,138,0,0.0,138.0
720575940644669732,2,22,1,22,100.0,22,0,0.0,11.0
720575940644672548,4,88,1,88,100.0,88,0,0.0,22.0
720575940644750116,1,30,1,30,100.0,30,0,0.0,30.0
720575940645039383,6,197,1,197,100.0,197,0,0.0,32.833333333333336
720575940645503854,3,90,1,90,100.0,90,0,0.0,30.0
720575940645527918,11,3860,1,3860,100.0,3860,0,0.0,350.90909090909093
720575940645878068,2,137,1,137,100.0,137,0,0.0,68.5
720575940646039092,1,60,1,60,100.0,60,0,0.0,60.0
720575940646088068,1,42,1,42,100.0,42,0,0.0,42.0
720575940646156420,2,314,1,314,100.0,314,0,0.0,157.0
720575940646192692,1,36,1,36,100.0,36,0,0.0,36.0
720575940646274670,5,1056,1,1056,100.0,1056,0,0.0,211.2
720575940646930996,8,386,1,386,100.0,386,0,0.0,48.25
720575940647030324,3,274,1,274,100.0,274,0,0.0,91.33333333333333
720575940647030580,2,445,1,445,100.0,445,0,0.0,222.5
720575940647036980,6,1023,1,1023,100.0,1023,0,0.0,170.5
720575940647060532,1,21,1,21,100.0,21,0,0.0,21.0
720575940647560500,1,34,1,34,100.0,34,0,0.0,34.0
720575940647606148,1,25,1,25,100.0,25,0,0.0,25.0
720575940648055673,1,14,1,14,100.0,14,0,0.0,14.0
720575940648377209,1,40,1,40,100.0,40,0,0.0,40.0
720575940648708228,2,300,1,300,100.0,300,0,0.0,150.0
720575940648804217,1,46,1,46,100.0,46,0,0.0,46.0
720575940649081465,6,872,1,872,100.0,872,0,0.0,145.33333333333334
720575940650760825,2,142,1,142,100.0,142,0,0.0,71.0
720575940651736566,4,599,1,599,100.0,599,0,0.0,149.75
720575940652580086,3,52,1,52,100.0,52,0,0.0,17.333333333333332
720575940654057889,2,112,1,112,100.0,112,0,0.0,56.0
720575940655015329,1,63,1,63,100.0,63,0,0.0,63.0
720575940660219265,2,56,1,56,100.0,56,0,0.0,28.0
720575940660223873,2,92,1,92,100.0,92,0,0.0,46.0
720575940661338497,4,184,1,184,100.0,184,0,0.0,46.0
