root_id,upstream_set_1_PSO_SAs,set_1_syn_count,const,nt_type,side,input_synapses,output_synapses,neuron_type,#_projection_synapses
720575940629543409,3,36,1,ACH,left,1346.0,348.0,local,0
720575940629595633,3,16,1,GABA,right,204.0,623.0,local,0
720575940629598935,3,18,1,ACH,right,343.0,203.0,local,0
720575940629717370,5,49,1,ACH,right,483.0,256.0,local,0
720575940629954872,5,49,1,ACH,right,620.0,635.0,local,0
720575940629987587,4,106,1,ACH,left,345.0,176.0,local,0
720575940630059052,2,16,1,GABA,right,377.0,557.0,local,0
720575940630488540,1,6,1,GABA,right,934.0,1277.0,local,0
720575940630504466,4,70,1,,right,592.0,139.0,local,0
720575940630575943,4,70,1,ACH,left,377.0,156.0,local,0
720575940630661164,4,32,1,ACH,left,1181.0,1645.0,local,0
720575940630664556,2,21,1,GABA,left,3648.0,3275.0,local,0
720575940630808827,1,7,1,ACH,right,1264.0,360.0,local,0
720575940630890040,3,28,1,GLUT,right,141.0,154.0,projection,154
720575940630904567,4,136,1,ACH,right,516.0,210.0,local,0
720575940630995799,3,20,1,ACH,right,289.0,144.0,local,0
720575940631111983,8,160,1,GLUT,left,657.0,208.0,local,0
720575940631144109,1,5,1,ACH,left,145.0,111.0,local,0
720575940631179831,4,368,1,DA,right,1792.0,396.0,local,0
720575940631530348,1,6,1,,right,141.0,0.0,local,0
720575940631619948,8,124,1,GABA,left,401.0,636.0,local,0
720575940631742381,1,8,1,ACH,left,633.0,723.0,projection,716
720575940631850521,3,23,1,GLUT,right,305.0,120.0,projection,109
720575940632274914,4,30,1,GABA,left,352.0,508.0,local,0
720575940632636959,4,73,1,GLUT,left,1564.0,861.0,local,0
720575940633156799,1,9,1,GLUT,right,293.0,156.0,local,0
720575940633170969,2,17,1,GLUT,left,3461.0,1592.0,local,0
720575940633198284,3,23,1,ACH,left,1095.0,1010.0,local,0
720575940634090777,3,37,1,GABA,right,625.0,1413.0,local,0
720575940634462304,1,6,1,GLUT,right,298.0,131.0,projection,131
720575940634659508,1,5,1,GLUT,left,399.0,146.0,local,0
720575940634788247,3,20,1,ACH,left,440.0,186.0,local,0
720575940635229303,7,172,1,GABA,right,417.0,753.0,local,0
720575940635613358,2,13,1,GLUT,right,240.0,170.0,local,0
720575940635625367,4,111,1,ACH,right,395.0,456.0,local,0
720575940635816926,4,111,1,ACH,right,725.0,269.0,local,0
720575940635954879,1,8,1,ACH,left,303.0,132.0,local,0
720575940637216624,4,439,1,,left,2169.0,971.0,local,0
720575940637788137,4,68,1,ACH,right,459.0,157.0,local,0
720575940638557312,2,16,1,ACH,left,499.0,190.0,local,0
720575940638604915,7,58,1,ACH,left,1440.0,1086.0,local,0
720575940639339829,1,8,1,ACH,right,1507.0,1362.0,local,0
720575940640224640,4,69,1,ACH,right,282.0,356.0,local,0
720575940641776032,4,132,1,ACH,left,431.0,323.0,local,0
720575940643823470,7,134,1,GLUT,right,472.0,127.0,local,0
720575940646156420,5,159,1,,left,584.0,247.0,local,0
720575940647036980,4,220,1,ACH,left,1830.0,2227.0,local,0
720575940648708228,7,81,1,GABA,right,255.0,565.0,local,0
720575940649081465,4,74,1,ACH,right,1070.0,828.0,local,0
720575940651736566,2,17,1,GABA,right,487.0,955.0,local,0
720575940661309057,1,5,1,,left,249.0,172.0,projection,172
