root_id,upstream_set_3_2Ns,set_3_syn_count,const,input_synapses,pct_set_3_input,avg_upstream_synapses,neuron_type,#_projection_synapses
720575940613222195,2,132,1,132,100.0,66.0,local,0
720575940613347299,5,463,1,463,100.0,92.6,projection,12
720575940613356851,2,20,1,20,100.0,10.0,local,0
720575940613361010,8,498,1,498,100.0,62.25,projection,434
720575940613408552,1,9,1,9,100.0,9.0,projection,65
720575940613426343,12,1791,1,1791,100.0,149.25,local,0
720575940613433519,1,40,1,40,100.0,40.0,local,0
720575940613527789,4,407,1,407,100.0,101.75,local,0
720575940613604162,1,5,1,5,100.0,5.0,projection,5
720575940613670893,7,192,1,192,100.0,27.428571428571427,projection,172
720575940613687789,2,328,1,328,100.0,164.0,projection,40
720575940613747734,4,458,1,458,100.0,114.5,local,0
720575940613825814,16,578,1,578,100.0,36.125,local,0
720575940613828202,2,295,1,295,100.0,147.5,local,0
720575940613851699,1,6,1,6,100.0,6.0,local,0
720575940613915089,1,21,1,21,100.0,21.0,local,0
720575940613929391,9,870,1,870,100.0,96.66666666666667,local,0
720575940613935535,3,27,1,27,100.0,9.0,local,0
720575940613944994,1,42,1,42,100.0,42.0,projection,4319
720575940613959391,1,7,1,7,100.0,7.0,local,0
720575940614014895,1,5,1,5,100.0,5.0,local,0
720575940614061930,1,45,1,45,100.0,45.0,local,0
720575940614099818,3,117,1,117,100.0,39.0,local,0
720575940614128593,1,5,1,5,100.0,5.0,local,0
720575940614128691,3,135,1,135,100.0,45.0,projection,10
720575940614129617,1,24,1,24,100.0,24.0,local,0
720575940614165201,8,407,1,407,100.0,50.875,local,0
720575940614178302,1,7,1,7,100.0,7.0,local,0
720575940614186449,2,35,1,35,100.0,17.5,local,0
720575940614208914,1,16,1,16,100.0,16.0,local,0
720575940614211295,1,6,1,6,100.0,6.0,local,0
720575940614273292,1,6,1,6,100.0,6.0,local,0
720575940614291181,1,18,1,18,100.0,18.0,local,0
720575940614336739,1,15,1,15,100.0,15.0,local,0
720575940614388447,1,6,1,6,100.0,6.0,projection,123
720575940614393205,1,65,1,65,100.0,65.0,local,0
720575940614432918,1,5,1,5,100.0,5.0,projection,1430
720575940614465478,4,54,1,54,100.0,13.5,local,0
720575940614597644,1,6,1,6,100.0,6.0,local,0
720575940614604962,1,18,1,18,100.0,18.0,projection,382
720575940614635175,5,222,1,222,100.0,44.4,projection,5
720575940614642838,2,44,1,44,100.0,22.0,local,0
720575940614660519,18,553,1,553,100.0,30.72222222222222,local,0
720575940614734186,1,15,1,15,100.0,15.0,local,0
720575940614736290,7,1155,1,1155,100.0,165.0,local,0
720575940614753653,1,5,1,5,100.0,5.0,projection,14
720575940614756589,3,18,1,18,100.0,6.0,projection,2054
720575940614763666,3,177,1,177,100.0,59.0,local,0
720575940614808844,1,5,1,5,100.0,5.0,local,0
720575940614830239,1,121,1,121,100.0,121.0,local,0
720575940614950194,2,80,1,80,100.0,40.0,projection,11
720575940614965691,5,265,1,265,100.0,53.0,local,0
720575940614998166,4,54,1,54,100.0,13.5,local,0
720575940615015976,4,2437,1,2437,100.0,609.25,local,0
720575940615023535,3,110,1,110,100.0,36.666666666666664,local,0
720575940615034408,1,11,1,11,100.0,11.0,local,0
720575940615050346,2,26,1,26,100.0,13.0,local,0
720575940615052812,2,75,1,75,100.0,37.5,local,0
720575940615076162,1,32,1,32,100.0,32.0,projection,15
720575940615083439,1,27,1,27,100.0,27.0,local,0
720575940615097275,1,20,1,20,100.0,20.0,local,0
720575940615100211,1,7,1,7,100.0,7.0,projection,135
720575940615153494,2,51,1,51,100.0,25.5,local,0
720575940615215922,2,160,1,160,100.0,80.0,local,0
720575940615244595,1,10,1,10,100.0,10.0,local,0
720575940615245107,11,2264,1,2264,100.0,205.8181818181818,local,0
720575940615274425,1,5,1,5,100.0,5.0,local,0
720575940615292895,12,585,1,585,100.0,48.75,local,0
720575940615296818,1,15,1,15,100.0,15.0,local,0
720575940615323298,1,5,1,5,100.0,5.0,local,0
720575940615335458,1,6,1,6,100.0,6.0,local,0
720575940615406590,2,69,1,69,100.0,34.5,local,0
720575940615480370,2,69,1,69,100.0,34.5,local,0
720575940615500286,6,361,1,361,100.0,60.166666666666664,local,0
720575940615505406,5,341,1,341,100.0,68.2,local,0
720575940615555257,1,11,1,11,100.0,11.0,local,0
720575940615582111,13,655,1,655,100.0,50.38461538461539,local,0
720575940615583647,2,1896,1,1896,100.0,948.0,local,0
720575940615583650,14,735,1,735,100.0,52.5,local,0
720575940615641798,1,6,1,6,100.0,6.0,local,0
720575940615666655,1,45,1,45,100.0,45.0,local,0
720575940615671106,20,4267,1,4267,100.0,213.35,local,0
720575940615740834,1,14,1,14,100.0,14.0,local,0
720575940615742353,5,149,1,149,100.0,29.8,local,0
720575940615811670,8,995,1,995,100.0,124.375,local,0
720575940615824011,1,6,1,6,100.0,6.0,projection,53
720575940615879995,3,1072,1,1072,100.0,357.3333333333333,local,0
720575940615970015,3,75,1,75,100.0,25.0,local,0
720575940616018956,64,6134,1,6134,100.0,95.84375,projection,446
720575940616033563,1,56,1,56,100.0,56.0,local,0
720575940616038294,10,1267,1,1267,100.0,126.7,local,0
720575940616065254,4,202,1,202,100.0,50.5,local,0
720575940616071563,1,35,1,35,100.0,35.0,projection,663
720575940616163701,2,34,1,34,100.0,17.0,local,0
720575940616164658,16,853,1,853,100.0,53.3125,local,0
720575940616167730,7,787,1,787,100.0,112.42857142857143,local,0
720575940616183483,1,9,1,9,100.0,9.0,local,0
720575940616196539,7,420,1,420,100.0,60.0,local,0
720575940616200790,4,128,1,128,100.0,32.0,projection,760
720575940616203869,5,227,1,227,100.0,45.4,local,0
720575940616217403,1,48,1,48,100.0,48.0,local,0
720575940616264788,2,38,1,38,100.0,19.0,local,0
720575940616286175,2,20,1,20,100.0,10.0,projection,43
720575940616298171,16,612,1,612,100.0,38.25,local,0
720575940616308921,3,205,1,205,100.0,68.33333333333333,local,0
720575940616317211,1,40,1,40,100.0,40.0,local,0
720575940616328705,4,197,1,197,100.0,49.25,local,0
720575940616332381,1,6,1,6,100.0,6.0,local,0
720575940616353675,2,22,1,22,100.0,11.0,local,0
720575940616376287,1,16,1,16,100.0,16.0,local,0
720575940616400470,1,18,1,18,100.0,18.0,local,0
720575940616466260,4,166,1,166,100.0,41.5,local,0
720575940616497477,11,1344,1,1344,100.0,122.18181818181819,local,0
720575940616791067,3,1017,1,1017,100.0,339.0,local,0
720575940616791709,10,519,1,519,100.0,51.9,local,0
720575940616848214,22,2413,1,2413,100.0,109.68181818181819,local,0
720575940616851030,7,289,1,289,100.0,41.285714285714285,local,0
720575940616864086,5,154,1,154,100.0,30.8,local,0
720575940616864217,20,1689,1,1689,100.0,84.45,local,0
720575940616896257,2,52,1,52,100.0,26.0,projection,24
720575940616921152,16,1213,1,1213,100.0,75.8125,local,0
720575940616934289,5,664,1,664,100.0,132.8,local,0
720575940616971035,1,11,1,11,100.0,11.0,local,0
720575940617031385,11,2397,1,2397,100.0,217.9090909090909,local,0
720575940617074393,1,7,1,7,100.0,7.0,local,0
720575940617094208,1,10,1,10,100.0,10.0,local,0
720575940617097684,2,45,1,45,100.0,22.5,local,0
720575940617239197,1,6,1,6,100.0,6.0,local,0
720575940617299515,4,237,1,237,100.0,59.25,projection,6
720575940617303099,1,6,1,6,100.0,6.0,projection,80
720575940617335382,2,32,1,32,100.0,16.0,projection,542
720575940617346718,1,20,1,20,100.0,20.0,local,0
720575940617373268,5,55,1,55,100.0,11.0,local,0
720575940617398745,1,28,1,28,100.0,28.0,projection,362
720575940617432065,1,5,1,5,100.0,5.0,local,0
720575940617433830,1,6,1,6,100.0,6.0,local,0
720575940617440395,1,6,1,6,100.0,6.0,projection,269
720575940617488477,9,394,1,394,100.0,43.77777777777778,local,0
720575940617493597,6,347,1,347,100.0,57.833333333333336,local,0
720575940617494877,36,2257,1,2257,100.0,62.69444444444444,local,0
720575940617552057,3,62,1,62,100.0,20.666666666666668,local,0
720575940617559481,1,15,1,15,100.0,15.0,local,0
720575940617568697,3,296,1,296,100.0,98.66666666666667,local,0
720575940617593233,3,111,1,111,100.0,37.0,local,0
720575940617629841,17,878,1,878,100.0,51.64705882352941,local,0
720575940617630182,1,21,1,21,100.0,21.0,projection,162
720575940617648453,2,188,1,188,100.0,94.0,projection,224
720575940617663537,5,297,1,297,100.0,59.4,local,0
720575940617668662,4,306,1,306,100.0,76.5,local,0
720575940617671285,1,12,1,12,100.0,12.0,projection,684
720575940617672093,1,10,1,10,100.0,10.0,local,0
720575940617799253,12,1645,1,1645,100.0,137.08333333333334,local,0
720575940617803803,1,24,1,24,100.0,24.0,local,0
720575940617819216,1,42,1,42,100.0,42.0,local,0
720575940617835313,1,6,1,6,100.0,6.0,local,0
720575940617853730,16,581,1,581,100.0,36.3125,local,0
720575940617854676,6,347,1,347,100.0,57.833333333333336,projection,718
720575940618028125,7,451,1,451,100.0,64.42857142857143,local,0
720575940618118485,9,589,1,589,100.0,65.44444444444444,projection,655
720575940618135419,5,239,1,239,100.0,47.8,local,0
720575940618156315,2,830,1,830,100.0,415.0,local,0
720575940618165019,50,26536,1,26536,100.0,530.72,local,0
720575940618165787,39,3656,1,3656,100.0,93.74358974358974,local,0
720575940618216862,1,88,1,88,100.0,88.0,projection,1124
720575940618238523,17,1525,1,1525,100.0,89.70588235294117,local,0
720575940618273241,2,15,1,15,100.0,7.5,projection,195
720575940618291520,1,30,1,30,100.0,30.0,projection,5
720575940618357126,1,5,1,5,100.0,5.0,local,0
720575940618466384,2,21,1,21,100.0,10.5,local,0
720575940618514043,8,305,1,305,100.0,38.125,local,0
720575940618519454,4,118,1,118,100.0,29.5,local,0
720575940618539810,67,25708,1,25708,100.0,383.7014925373134,local,0
720575940618574749,8,877,1,877,100.0,109.625,local,0
720575940618609799,1,9,1,9,100.0,9.0,local,0
720575940618682747,1,7,1,7,100.0,7.0,local,0
720575940618696989,3,273,1,273,100.0,91.0,local,0
720575940618726171,1,8,1,8,100.0,8.0,local,0
720575940618777684,2,19,1,19,100.0,9.5,local,0
720575940618788944,3,116,1,116,100.0,38.666666666666664,local,0
720575940618859480,15,406,1,406,100.0,27.066666666666666,local,0
720575940618877531,4,247,1,247,100.0,61.75,local,0
720575940618887217,2,17,1,17,100.0,8.5,local,0
720575940618889931,3,170,1,170,100.0,56.666666666666664,local,0
720575940618936710,2,108,1,108,100.0,54.0,local,0
720575940619011494,1,14,1,14,100.0,14.0,projection,109
720575940619021726,2,21,1,21,100.0,10.5,projection,72
720575940619024542,2,95,1,95,100.0,47.5,local,0
720575940619028208,1,9,1,9,100.0,9.0,local,0
720575940619042427,7,1134,1,1134,100.0,162.0,local,0
720575940619072513,2,15,1,15,100.0,7.5,local,0
720575940619111515,2,24,1,24,100.0,12.0,local,0
720575940619128699,10,955,1,955,100.0,95.5,local,0
720575940619155264,4,990,1,990,100.0,247.5,local,0
720575940619161479,1,12,1,12,100.0,12.0,local,0
720575940619173534,2,80,1,80,100.0,40.0,local,0
720575940619176094,17,389,1,389,100.0,22.88235294117647,projection,37
720575940619310757,2,35,1,35,100.0,17.5,local,0
720575940619360065,1,10,1,10,100.0,10.0,local,0
720575940619387814,1,8,1,8,100.0,8.0,local,0
720575940619397797,1,24,1,24,100.0,24.0,projection,558
720575940619414321,1,30,1,30,100.0,30.0,projection,6
720575940619453831,4,134,1,134,100.0,33.5,local,0
720575940619473624,17,1165,1,1165,100.0,68.52941176470588,local,0
720575940619530187,5,67,1,67,100.0,13.4,local,0
720575940619588568,2,187,1,187,100.0,93.5,local,0
720575940619652033,2,51,1,51,100.0,25.5,local,0
720575940619659861,1,17,1,17,100.0,17.0,local,0
720575940619686208,1,8,1,8,100.0,8.0,local,0
720575940619695750,1,6,1,6,100.0,6.0,projection,23
720575940619757366,1,70,1,70,100.0,70.0,projection,138
720575940619781814,5,482,1,482,100.0,96.4,local,0
720575940619793940,2,38,1,38,100.0,19.0,local,0
720575940619847371,5,99,1,99,100.0,19.8,local,0
720575940619866059,2,39,1,39,100.0,19.5,local,0
720575940619877396,21,3934,1,3934,100.0,187.33333333333334,local,0
720575940619898526,7,1930,1,1930,100.0,275.7142857142857,local,0
720575940619900507,9,936,1,936,100.0,104.0,local,0
720575940619928929,2,91,1,91,100.0,45.5,local,0
720575940619934411,1,13,1,13,100.0,13.0,local,0
720575940619973712,12,849,1,849,100.0,70.75,local,0
720575940619990357,5,249,1,249,100.0,49.8,local,0
720575940620025620,30,3709,1,3709,100.0,123.63333333333334,local,0
720575940620031366,10,343,1,343,100.0,34.3,local,0
720575940620057502,1,7,1,7,100.0,7.0,local,0
720575940620082512,2,14,1,14,100.0,7.0,local,0
720575940620094366,2,89,1,89,100.0,44.5,local,0
720575940620097985,1,9,1,9,100.0,9.0,projection,761
720575940620129182,23,3327,1,3327,100.0,144.65217391304347,local,0
720575940620135645,4,434,1,434,100.0,108.5,local,0
720575940620177543,5,171,1,171,100.0,34.2,local,0
720575940620203764,1,10,1,10,100.0,10.0,projection,5
720575940620217582,7,1004,1,1004,100.0,143.42857142857142,local,0
720575940620271636,1,8,1,8,100.0,8.0,projection,598
720575940620274085,31,1520,1,1520,100.0,49.03225806451613,local,0
720575940620298772,2,60,1,60,100.0,30.0,local,0
720575940620332404,2,25,1,25,100.0,12.5,local,0
720575940620359956,18,880,1,880,100.0,48.888888888888886,local,0
720575940620374693,3,394,1,394,100.0,131.33333333333334,local,0
720575940620445062,3,178,1,178,100.0,59.333333333333336,projection,2380
720575940620451866,3,223,1,223,100.0,74.33333333333333,local,0
720575940620467115,3,24,1,24,100.0,8.0,projection,235
720575940620473547,2,29,1,29,100.0,14.5,local,0
720575940620497062,5,221,1,221,100.0,44.2,local,0
720575940620506996,6,502,1,502,100.0,83.66666666666667,local,0
720575940620521350,4,119,1,119,100.0,29.75,local,0
720575940620528990,1,126,1,126,100.0,126.0,local,0
720575940620550534,2,38,1,38,100.0,19.0,local,0
720575940620553094,6,160,1,160,100.0,26.666666666666668,local,0
720575940620575579,3,1258,1,1258,100.0,419.3333333333333,local,0
720575940620593243,1,6,1,6,100.0,6.0,local,0
720575940620610881,1,7,1,7,100.0,7.0,projection,169
720575940620627803,1,16,1,16,100.0,16.0,local,0
720575940620633070,2,21,1,21,100.0,10.5,projection,146
720575940620672432,2,106,1,106,100.0,53.0,local,0
720575940620687707,2,135,1,135,100.0,67.5,local,0
720575940620692833,1,5,1,5,100.0,5.0,local,0
720575940620698136,3,105,1,105,100.0,35.0,local,0
720575940620699162,3,1228,1,1228,100.0,409.3333333333333,local,0
720575940620741102,22,3120,1,3120,100.0,141.8181818181818,local,0
720575940620744728,1,5,1,5,100.0,5.0,local,0
720575940620746478,1,7,1,7,100.0,7.0,projection,1509
720575940620748457,1,6,1,6,100.0,6.0,local,0
720575940620751231,1,15,1,15,100.0,15.0,local,0
720575940620780272,18,1013,1,1013,100.0,56.27777777777778,local,0
720575940620805046,1,81,1,81,100.0,81.0,local,0
720575940620819659,22,1447,1,1447,100.0,65.77272727272727,local,0
720575940620833901,5,180,1,180,100.0,36.0,projection,468
720575940620866544,3,29,1,29,100.0,9.666666666666666,local,0
720575940620874757,3,95,1,95,100.0,31.666666666666668,local,0
720575940620878785,1,12,1,12,100.0,12.0,local,0
720575940620885342,3,1029,1,1029,100.0,343.0,local,0
720575940620933835,1,153,1,153,100.0,153.0,projection,34
720575940620953254,1,5,1,5,100.0,5.0,local,0
720575940620979638,3,70,1,70,100.0,23.333333333333332,local,0
720575940620982437,2,32,1,32,100.0,16.0,local,0
720575940620983637,3,143,1,143,100.0,47.666666666666664,local,0
720575940620994292,1,5,1,5,100.0,5.0,projection,61
720575940620998253,1,6,1,6,100.0,6.0,local,0
720575940621008895,1,8,1,8,100.0,8.0,local,0
720575940621047632,37,10856,1,10856,100.0,293.4054054054054,local,0
720575940621065301,3,129,1,129,100.0,43.0,local,0
720575940621116073,9,870,1,870,100.0,96.66666666666667,local,0
720575940621119367,1,14,1,14,100.0,14.0,projection,90
720575940621128583,6,1047,1,1047,100.0,174.5,local,0
720575940621149709,2,87,1,87,100.0,43.5,local,0
720575940621150191,5,268,1,268,100.0,53.6,local,0
720575940621218694,17,413,1,413,100.0,24.294117647058822,local,0
720575940621256384,18,898,1,898,100.0,49.888888888888886,local,0
720575940621272865,1,10,1,10,100.0,10.0,local,0
720575940621325150,1,5,1,5,100.0,5.0,projection,77
720575940621329328,28,4791,1,4791,100.0,171.10714285714286,local,0
720575940621332092,7,370,1,370,100.0,52.857142857142854,local,0
720575940621345012,3,66,1,66,100.0,22.0,local,0
720575940621375231,1,16,1,16,100.0,16.0,local,0
720575940621422518,3,174,1,174,100.0,58.0,local,0
720575940621530117,1,24,1,24,100.0,24.0,local,0
720575940621538142,7,619,1,619,100.0,88.42857142857143,local,0
720575940621573030,14,782,1,782,100.0,55.857142857142854,local,0
720575940621573542,7,723,1,723,100.0,103.28571428571429,local,0
720575940621586854,24,5219,1,5219,100.0,217.45833333333334,local,0
720575940621633683,1,13,1,13,100.0,13.0,projection,60
720575940621647238,3,83,1,83,100.0,27.666666666666668,projection,496
720575940621651327,2,85,1,85,100.0,42.5,projection,265
720575940621662332,3,200,1,200,100.0,66.66666666666667,projection,3158
720575940621667693,11,1848,1,1848,100.0,168.0,local,0
720575940621668079,1,18,1,18,100.0,18.0,projection,121
720575940621701846,1,5,1,5,100.0,5.0,projection,62
720575940621736669,2,14,1,14,100.0,7.0,local,0
720575940621761729,1,24,1,24,100.0,24.0,local,0
720575940621771041,12,298,1,298,100.0,24.833333333333332,local,0
720575940621777390,1,14,1,14,100.0,14.0,projection,391
720575940621827419,18,889,1,889,100.0,49.388888888888886,local,0
720575940621833281,43,10257,1,10257,100.0,238.53488372093022,local,0
720575940621848781,2,859,1,859,100.0,429.5,local,0
720575940621864060,1,8,1,8,100.0,8.0,local,0
720575940621898665,1,7,1,7,100.0,7.0,local,0
720575940621910399,1,14,1,14,100.0,14.0,projection,571
720575940621953285,1,5,1,5,100.0,5.0,projection,8
720575940621957381,7,268,1,268,100.0,38.285714285714285,local,0
720575940622010373,2,21,1,21,100.0,10.5,local,0
720575940622021637,4,80,1,80,100.0,20.0,local,0
