pre_root_id,post_root_id,syn_count
720575940607166731,720575940606388146,17
720575940607166731,720575940610594766,8
720575940607166731,720575940610897906,5
720575940607166731,720575940611548878,6
720575940607166731,720575940612952557,10
720575940607166731,720575940614965691,38
720575940607166731,720575940619453831,40
720575940607166731,720575940619549867,5
720575940607166731,720575940620008112,12
720575940607166731,720575940622137633,18
720575940607166731,720575940622348156,9
720575940607166731,720575940624222205,7
720575940607166731,720575940624882407,6
720575940607166731,720575940625799513,7
720575940607166731,720575940626668218,5
720575940607166731,720575940629470838,9
720575940607166731,720575940629987587,11
720575940607166731,720575940630470391,5
720575940607166731,720575940634755041,7
720575940607166731,720575940635239672,8
720575940607166731,720575940635501560,14
720575940607166731,720575940636895406,5
720575940607166731,720575940640681680,11
720575940611388595,720575940614965691,5
720575940620983637,720575940613747734,5
720575940621207517,720575940609221700,5
720575940621207517,720575940612952557,6
720575940621207517,720575940613356851,10
720575940621207517,720575940620008112,5
720575940621207517,720575940620506996,21
720575940621207517,720575940620866544,16
720575940621207517,720575940622348156,15
720575940621207517,720575940625799513,8
720575940621207517,720575940626999464,13
720575940621207517,720575940628149763,7
720575940621207517,720575940630034231,8
720575940621207517,720575940635501560,14
720575940621207517,720575940635696279,10
720575940622144648,720575940613747734,9
720575940622144648,720575940620506996,6
720575940625941022,720575940606388146,5
720575940625941022,720575940609221700,7
720575940625941022,720575940610594766,6
720575940625941022,720575940611548878,6
720575940625941022,720575940612952557,6
720575940625941022,720575940614965691,23
720575940625941022,720575940619453831,29
720575940625941022,720575940620008112,8
720575940625941022,720575940620506996,6
720575940625941022,720575940622137633,12
720575940625941022,720575940622348156,13
720575940625941022,720575940624222205,7
720575940625941022,720575940624882407,10
720575940625941022,720575940625471896,7
720575940625941022,720575940626668218,7
720575940625941022,720575940629987587,6
720575940625941022,720575940630034231,11
720575940625941022,720575940630301836,5
720575940625941022,720575940630470391,8
720575940625941022,720575940635239672,9
720575940625941022,720575940635501560,19
720575940625941022,720575940636895406,8
720575940625941022,720575940640681680,8
720575940630654539,720575940604247985,6
720575940630654539,720575940610611246,6
720575940630654539,720575940612952557,11
720575940630654539,720575940613533607,8
720575940630654539,720575940613747734,18
720575940630654539,720575940620506996,6
720575940630654539,720575940621126384,9
720575940630654539,720575940621169690,13
720575940630654539,720575940623988733,11
720575940630654539,720575940626598994,6
720575940630654539,720575940626999464,7
720575940630654539,720575940628287546,15
720575940630654539,720575940628781333,19
720575940630654539,720575940630034231,11
720575940630654539,720575940630683385,6
720575940630654539,720575940635696279,17
720575940630654539,720575940637391423,6
720575940630654539,720575940639339829,10
720575940630654539,720575940644464544,6
720575940630654539,720575940645524003,5
720575940631070239,720575940606388146,9
720575940631070239,720575940612952557,8
720575940631070239,720575940614965691,30
720575940631070239,720575940619453831,30
720575940631070239,720575940620008112,7
720575940631070239,720575940620506996,16
720575940631070239,720575940621569728,5
720575940631070239,720575940622137633,5
720575940631070239,720575940622348156,8
720575940631070239,720575940624222205,8
720575940631070239,720575940625799513,7
720575940631070239,720575940629470838,11
720575940631070239,720575940629987587,11
720575940631070239,720575940630034231,8
720575940631070239,720575940630470391,5
720575940631070239,720575940635239672,13
720575940631070239,720575940635501560,23
720575940631070239,720575940636895406,6
720575940631070239,720575940640681680,7
720575940631070239,720575940641265549,5
720575940631572141,720575940606388146,5
720575940631572141,720575940610897906,9
720575940631572141,720575940612606105,5
720575940631572141,720575940614965691,52
720575940631572141,720575940619453831,28
720575940631572141,720575940620008112,9
720575940631572141,720575940620506996,9
720575940631572141,720575940621569728,7
720575940631572141,720575940622137633,13
720575940631572141,720575940622348156,7
720575940631572141,720575940624222205,7
720575940631572141,720575940624882407,8
720575940631572141,720575940625799513,9
720575940631572141,720575940626668218,8
720575940631572141,720575940626999464,7
720575940631572141,720575940629470838,6
720575940631572141,720575940629987587,7
720575940631572141,720575940630470391,7
720575940631572141,720575940635239672,8
720575940631572141,720575940635501560,13
720575940633129171,720575940604782624,12
720575940633129171,720575940610611246,12
720575940633129171,720575940612952557,5
720575940633129171,720575940613747734,10
720575940633129171,720575940613828202,7
720575940633129171,720575940620692974,8
720575940633129171,720575940621126384,7
720575940633129171,720575940622474899,6
720575940633129171,720575940623988733,17
720575940633129171,720575940624528068,21
720575940633129171,720575940624882407,8
720575940633129171,720575940625172016,7
720575940633129171,720575940626999464,5
720575940633129171,720575940628096586,9
720575940633129171,720575940628781333,8
720575940633129171,720575940630182972,12
720575940633129171,720575940630470391,6
720575940633129171,720575940631365340,5
720575940633129171,720575940635239672,6
720575940633129171,720575940636895406,6
720575940633129171,720575940639339829,9
720575940633129171,720575940641265549,14
720575940633129171,720575940645524003,10
720575940633129683,720575940606867145,5
720575940633129683,720575940610611246,13
720575940633129683,720575940613747734,12
720575940633129683,720575940620553654,5
720575940633129683,720575940621126384,6
720575940633129683,720575940621169690,7
720575940633129683,720575940623988733,37
720575940633129683,720575940624528068,34
720575940633129683,720575940624882407,14
720575940633129683,720575940628096586,5
720575940633129683,720575940628781333,8
720575940633129683,720575940630470391,5
720575940633129683,720575940631365340,5
720575940633129683,720575940635696279,9
720575940633129683,720575940636895406,8
720575940633129683,720575940639339829,9
720575940633129683,720575940641265549,6
720575940633129683,720575940644464544,10
720575940633129683,720575940645524003,10
720575940633895469,720575940604782624,7
720575940633895469,720575940610611246,5
720575940633895469,720575940612606105,8
720575940633895469,720575940612952557,5
720575940633895469,720575940613747734,12
720575940633895469,720575940621126384,8
720575940633895469,720575940621169690,13
720575940633895469,720575940622474899,6
720575940633895469,720575940623449382,5
720575940633895469,720575940623988733,26
720575940633895469,720575940624528068,24
720575940633895469,720575940624882407,11
720575940633895469,720575940626999464,7
720575940633895469,720575940627275795,6
720575940633895469,720575940628096586,9
720575940633895469,720575940628781333,15
720575940633895469,720575940630182972,8
720575940633895469,720575940630470391,7
720575940633895469,720575940635239672,6
720575940633895469,720575940635696279,8
720575940633895469,720575940636895406,7
720575940633895469,720575940639339829,8
720575940633895469,720575940641265549,13
720575940633895469,720575940644464544,8
720575940633895469,720575940645524003,11
720575940637896245,720575940606388146,6
720575940637896245,720575940610897906,5
720575940637896245,720575940611548878,5
720575940637896245,720575940612289010,5
720575940637896245,720575940614965691,36
720575940637896245,720575940619453831,29
720575940637896245,720575940620008112,7
720575940637896245,720575940620506996,13
720575940637896245,720575940622137633,5
720575940637896245,720575940622348156,6
720575940637896245,720575940624222205,11
720575940637896245,720575940624882407,7
720575940637896245,720575940625799513,5
720575940637896245,720575940626999464,6
720575940637896245,720575940629470838,8
720575940637896245,720575940629987587,9
720575940637896245,720575940630034231,7
720575940637896245,720575940630301836,5
720575940637896245,720575940630470391,5
720575940637896245,720575940635239672,5
720575940637896245,720575940635501560,13
720575940637896245,720575940635696279,5
720575940637896245,720575940636895406,8
720575940637896245,720575940641265549,5
720575940646039092,720575940604782624,12
720575940646039092,720575940610611246,6
720575940646039092,720575940612606105,8
720575940646039092,720575940612686233,7
720575940646039092,720575940612952557,7
720575940646039092,720575940613747734,9
720575940646039092,720575940621126384,6
720575940646039092,720575940621169690,10
720575940646039092,720575940623988733,36
720575940646039092,720575940624528068,23
720575940646039092,720575940626999464,6
720575940646039092,720575940628096586,5
720575940646039092,720575940628781333,8
720575940646039092,720575940630034231,6
720575940646039092,720575940630182972,10
720575940646039092,720575940630470391,6
720575940646039092,720575940630683385,5
720575940646039092,720575940631365340,5
720575940646039092,720575940632602532,5
720575940646039092,720575940637391423,5
720575940646039092,720575940639339829,6
720575940646039092,720575940641265549,7
720575940646039092,720575940644464544,9
720575940650760825,720575940604782624,11
720575940650760825,720575940610611246,13
720575940650760825,720575940612606105,8
720575940650760825,720575940612686233,6
720575940650760825,720575940612952557,9
720575940650760825,720575940613747734,8
720575940650760825,720575940613828202,5
720575940650760825,720575940620692974,7
720575940650760825,720575940621126384,6
720575940650760825,720575940621169690,14
720575940650760825,720575940622474899,5
720575940650760825,720575940623988733,26
720575940650760825,720575940624528068,23
720575940650760825,720575940624882407,7
720575940650760825,720575940626999464,6
720575940650760825,720575940628781333,8
720575940650760825,720575940630182972,9
720575940650760825,720575940630470391,5
720575940650760825,720575940630683385,5
720575940650760825,720575940635239672,6
720575940650760825,720575940635696279,10
720575940650760825,720575940636895406,7
720575940650760825,720575940637391423,6
720575940650760825,720575940639339829,6
720575940650760825,720575940641265549,11
720575940650760825,720575940644464544,8
720575940650760825,720575940645524003,10
