pre_root_id,post_root_id,syn_count,origin_set
720575940606388146,720575940608713993,55,set_5
720575940606388146,720575940609922372,140,set_5
720575940606388146,720575940609993284,85,set_5
720575940606388146,720575940610524339,65,set_5
720575940606388146,720575940611548878,30,set_5
720575940606388146,720575940612470755,30,set_5
720575940606388146,720575940612692633,195,set_5
720575940606388146,720575940613004402,60,set_5
720575940606388146,720575940613170385,25,set_5
720575940606388146,720575940613222195,50,set_5
720575940606388146,720575940613640685,195,set_5
720575940606388146,720575940614635175,80,set_5
720575940606388146,720575940614714514,495,set_5
720575940606388146,720575940614736290,40,set_5
720575940606388146,720575940614954536,25,set_5
720575940606388146,720575940615197747,35,set_5
720575940606388146,720575940615292895,55,set_5
720575940606388146,720575940615495839,110,set_5
720575940606388146,720575940615894614,630,set_5
720575940606388146,720575940616065254,25,set_5
720575940606388146,720575940616162866,145,set_5
720575940606388146,720575940617393625,30,set_5
720575940606388146,720575940617663537,50,set_5
720575940606388146,720575940618165019,205,set_5
720575940606388146,720575940618165787,95,set_5
720575940606388146,720575940618788944,30,set_5
720575940606388146,720575940618963732,30,set_5
720575940606388146,720575940619128699,250,set_5
720575940606388146,720575940619549867,105,set_5
720575940606388146,720575940619781814,110,set_5
720575940606388146,720575940619900507,185,set_5
720575940606388146,720575940620025620,140,set_5
720575940606388146,720575940620031366,45,set_5
720575940606388146,720575940620553094,30,set_5
720575940606388146,720575940620627035,170,set_5
720575940606388146,720575940620735258,70,set_5
720575940606388146,720575940621329328,45,set_5
720575940606388146,720575940621827419,40,set_5
720575940606388146,720575940621833281,35,set_5
720575940606388146,720575940621894750,275,set_5
720575940606388146,720575940622123144,235,set_5
720575940606388146,720575940622284947,45,set_5
720575940606388146,720575940622657268,165,set_5
720575940606388146,720575940622810153,240,set_5
720575940606388146,720575940623261675,75,set_5
720575940606388146,720575940623535044,350,set_5
720575940606388146,720575940623690474,140,set_5
720575940606388146,720575940623861962,35,set_5
720575940606388146,720575940624928284,145,set_5
720575940606388146,720575940625004034,25,set_5
720575940606388146,720575940625167886,60,set_5
720575940606388146,720575940625339981,85,set_5
720575940606388146,720575940625376442,120,set_5
720575940606388146,720575940625454108,190,set_5
720575940606388146,720575940625813140,85,set_5
720575940606388146,720575940625874992,245,set_5
720575940606388146,720575940626075517,80,set_5
720575940606388146,720575940626127432,30,set_5
720575940606388146,720575940626197593,90,set_5
720575940606388146,720575940626243428,285,set_5
720575940606388146,720575940626919144,115,set_5
720575940606388146,720575940626972056,40,set_5
720575940606388146,720575940627107271,615,set_5
720575940606388146,720575940627275795,270,set_5
720575940606388146,720575940627356459,355,set_5
720575940606388146,720575940627814728,35,set_5
720575940606388146,720575940627829064,30,set_5
720575940606388146,720575940628463042,60,set_5
720575940606388146,720575940628598121,300,set_5
720575940606388146,720575940628676457,430,set_5
720575940606388146,720575940628743752,205,set_5
720575940606388146,720575940629778554,85,set_5
720575940606388146,720575940630233404,25,set_5
720575940606388146,720575940630470391,95,set_5
720575940606388146,720575940630504466,85,set_5
720575940606388146,720575940630605881,40,set_5
720575940606388146,720575940630664556,1070,set_5
720575940606388146,720575940630775801,40,set_5
720575940606388146,720575940630868793,265,set_5
720575940606388146,720575940631111983,170,set_5
720575940606388146,720575940631179831,60,set_5
720575940606388146,720575940631619948,240,set_5
