root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses,in_question
720575940633791935,['pharyngeal GRN'],GNG.PRW.14,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,161,1190,
720575940638419534,[],GNG.934,ACH,afferent,sensory,gustatory,pharyngeal_nerve_sensory_group2,[],,DCSO,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,570,1529,?
720575940623660558,[],GNG.857,ACH,afferent,sensory,gustatory,,[],,DCSO,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,607,1679,?
720575940630893196,[],GNG.960,ACH,afferent,sensory,gustatory,,[],,DCSO,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,574,1536,?
720575940611211417,[],GNG.817,ACH,afferent,sensory,gustatory,pharyngeal_nerve_sensory_group2,[],,DCSO,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,577,1677,?
720575940627454569,['pharyngeal GRN'],PRW.92,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'reciprocal'; 'rich_club'],left,755,1318,
720575940658442625,['pharyngeal GRN'],PRW.97,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'reciprocal'; 'rich_club'],right,786,1321,
720575940609913042,['pharyngeal GRN'],PRW.58,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,619,2030,
720575940640601563,['pharyngeal GRN'],PRW.63,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,662,1717,
720575940637130985,[],PRW.71,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,321,1463,
720575940619928929,['pharyngeal GRN'],PRW.69,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,371,1321,
720575940610981362,['pharyngeal GRN'],PRW.61,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,535,1875,
720575940614830239,['pharyngeal GRN'],PRW.60,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,510,1712,
720575940617121819,['pharyngeal GRN'],PRW.122,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,330,766,
720575940625031610,['pharyngeal GRN'],PRW.129,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,315,818,
720575940621689880,['pharyngeal GRN'],PRW.135,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,205,723,
720575940628131778,['pharyngeal GRN'],PRW.130,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,261,759,
720575940623834300,['pharyngeal GRN'],PRW.112,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,306,1055,
720575940626983952,['pharyngeal GRN'],PRW.107,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,318,1003,
720575940626217226,['pharyngeal GRN'],PRW.127,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,200,1238,
720575940629358807,['pharyngeal GRN'],PRW.GNG.24,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,217,1310,
720575940622199593,['pharyngeal GRN'],PRW.175,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,304,624,
720575940624948867,['pharyngeal GRN'],PRW.194,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,285,495,
720575940637165028,[],PRW.405,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,aPhN1,['feedforward_loop_participant'; 'reciprocal'],right,34,148,
720575940631284511,[],PRW.377,ACH,afferent,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,[],,DCSO,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],right,39,120,?
720575940628673474,[],PRW.216,ACH,afferent,sensory,gustatory,,[],,DCSO,['feedforward_loop_participant'; 'reciprocal'],left,55,334,?
720575940616562150,['pharyngeal GRN'],PRW.199,ACH,afferent,sensory,gustatory,pharyngeal_nerve_sensory_group2,[],,DCSO,['feedforward_loop_participant'; 'reciprocal'],right,77,350,?
720575940638608803,[],PRW.214,ACH,afferent,sensory,gustatory,,[],,DCSO,['feedforward_loop_participant'; 'reciprocal'],left,98,349,?
720575940619316603,[],NO_CONS.871,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group1,[],,StN_set_x,[],right,0,0,
720575940625471896,[],PRW.439,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],left,102,0,
720575940610897906,[],PRW.434,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],left,172,0,
720575940634755041,[],PRW.436,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],left,128,0,
720575940635501560,[],PRW.376,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],left,402,0,
720575940645524003,[],PRW.417,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],right,304,0,
720575940604782624,[],PRW.387,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],right,276,0,
720575940641265549,[],PRW.336,,afferent,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,[],,StN_set_x,['feedforward_loop_participant'],right,345,0,
720575940612420118,[],GNG.4183,,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN2,[],left,40,0,
